#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,סגור


#################################################
# Email Server Setup Strings
#################################################

ExternalNotificationSetupText,הודעות חיצוניות
EmailSetupText,הודעות בדואר אלקטרוני
EmailSetupSmtpTabTitle,שרת דואר אלקטרוני
EmailSetupSmtpGroupBoxTitle,הגדרות שרת דואר אלקטרוני:
GeneralServerSetupSmtpSenderName,שם השולח:
GeneralServerSetupSmtpSenderAddress,כתובת דואר אלקטרוני של השולח:
GeneralServerSetupEmailSubject,שורת נושא:
GeneralServerSetupSmtpAddress,שרת SMTP:
GeneralServerSetupSmtpPort,יציאה:
GeneralServerSetupSmtpTimeout,זמן קצוב (שניות):
EmailSetupSmtpAuthGroupBoxTitle,אבטחה ואימות:
GeneralServerSetupSmtpAuthentication,השרת מחייב אימות
GeneralServerSetupSmtpSsl,השתמש בחיבור מאובטח (TLS/SSL)
GeneralServerSetupSmtpUsername,שם משתמש:
GeneralServerSetupSmtpPassword,סיסמה:

EmailSetupNotificationTabTitle,הודעות בדואר אלקטרוני
EmailSetupRuleListLabel,קבוצות דואר אלקטרוני:
EmailSetupRuleNameLabel,שם קבוצת דואר אלקטרוני:
EmailSetupRuleAddLabel,הוסף
EmailSetupRuleRemoveLabel,הסר
EmailSetupDefaultRuleName,קבוצת דואר אלקטרוני חדשה

EmailSetupMaxGroupsError,ניתן ליצור %1% קבוצות דואר אלקטרוני לכל היותר.

EmailSetupMaxAddressesError,ניתן להוסיף %1% כתובות דואר אלקטרוני לכל היותר.
EmailSetupAddedTooManyAddressesError,אי אפשר היה להוסיף את כל המשתמשים והקבוצות.\nניתן להוסיף %1% כתובות דואר אלקטרוני לכל היותר.

EmailSetupIntervalLabel,שלח דואר אלקטרוני לכל היותר כל:

EmailSetupAddressGroupBox,נמעני דואר אלקטרוני:
EmailSetupAddAddressLabel,הוספת דואר אלקטרוני...
EmailSetupAddAddressFormLabel,כתובת דואר אלקטרוני:
EmailSetupAddUserGroupLabel,הוספת משתמש/קבוצה...
EmailSetupRemoveLabel,הסר
EmailSetupInvalidEmailError,כתובת הדואר האלקטרוני אינה חוקית.

EmailSetupTriggerGroupBox,גורם הפעלת דואר אלקטרוני:
EmailSetupTriggerSystemEvent,אירוע מערכת
EmailSetupTriggerMotion,זוהתה תנועה ב-%1%
EmailSetupTriggerMotionAll,מצלמה כלשהי
EmailSetupTriggerMotionSome,מצלמות נבחרות
EmailSetupTriggerDigitalInput,הופעל קלט דיגיטלי ב-%1%
EmailSetupTriggerDigitalInputAll,קלט דיגיטלי כלשהו
EmailSetupTriggerDigitalInputSome,קלטים דיגיטליים נבחרים
EmailSetupTriggerPOSException,חריגת טרנזקציית POS ב-%1%
EmailSetupTriggerPOSExceptionAll,מקור טרנזקציה כלשהו
EmailSetupTriggerPOSExceptionSome,מקורות טרנזקציה נבחרים

EmailSetupRuleActionGroupBox,הגדרות דואר אלקטרוני:

EmailSetupAttachImagesLabel,צרף תמונות מהמצלמות המקושרות לאירוע

EmailSetupScheduleGroupBox,תזמון דואר אלקטרוני:

EmailSetupNoNameError,עליך לבחור שם לקבוצת דואר אלקטרוני זו.
EmailSetupNoTriggerError,עליך לבחור גורם הפעלת דואר אלקטרוני אחד לפחות\nלקבוצת הדואר האלקטרוני '%1%'.
EmailSetupNoAddressError,עליך להוסיף כתובת דואר אלקטרוני אחת לפחות\nלקבוצת הדואר האלקטרוני '%1%'.

EmailAttachmentImageTooLarge,לא ניתן לצרף את התמונה מהמצלמה '%1%' לאירוע ב%2% משום שהודעת הדוא"ל חרגה מהגודל המרבי.\n\n
EmailAttachmentImageError,לא ניתן לצרף את התמונה מהמצלמה '%1%' לאירוע ב%2% משום שניסיון אחזור התמונה החזיר שגיאה: %3%\n\n
EmailAttachmentImageRemote,לא ניתן לצרף את התמונה מהמצלמה '%1%' לאירוע ב%2% משום שהשרת המרוחק לא סיפק תמונה.\n\n
EmailAttachmentImageFailed,נכשלה קבלת התמונה מ'%1%' לאירוע ב%2%.\n\n
EmailAttachmentVideoTooLarge,לא ניתן לצרף את הסרטון מהמצלמה '%1%' לאירוע ב %2% כיוון שהודעת הדוא"ל חרגה מהגודל המרבי.\n\n
EmailAttachmentVideoTooShort,לא ניתן לצרף את הסרטון מהמצלמה '%1%' לאירוע ב%2% משום שהסרטון ארוך מדי.\n\n
EmailAttachmentEncodingNotSupported,לא ניתן לצרף את הסרטון מהמצלמה '%1%' לאירוע ב%2% משום שהקידוד אינו נתמך.\n\n

CentralMonitoringTabTitle,ניטור מרכזי של תחנות
CentralMonitoringLabel,הודעות מרכזיות לתחנות
CentralMonitoringEnableLabel,הפעל ניטור מרכזי של תחנות
CentralMonitoringHeartbeatIntervalLabel,מרווח פעימה מינימלי:
CentralMonitoringHeartbeatDisabledLabel,מושבת
CentralMonitoringSystemLabel,מערכת ניטור מרכזי:
CentralMonitoringOptionsHeader,אפשרויות

CentralMonitoringSendTestMessageLabel,שלח הודעת בדיקה
CentralMonitoringTestMessageDialogCaption,הודעת בדיקה נשלחה
CentralMonitoringTestMessageDialogText,הודעת בדיקה נשלחה משרת %1%.
CentralMonitoringTestMessageFailedDialog,נכשלה שליחת הודעת הבדיקה.

CentralMonitoringMaxPeriod1Hr,שעה אחת
CentralMonitoringMaxPeriod2Hr,שעתיים
CentralMonitoringMaxPeriod6Hr,6 שעות
CentralMonitoringMaxPeriod12Hr,12 שעות
CentralMonitoringMaxPeriod1Day,יום אחד
CentralMonitoringMaxPeriod2Day,יומיים

GenericXmlEmailLabel,דוא"ל XML
GenericXmlCfgName,שם השולח:
GenericXmlCfgEmail,כתובת דואר אלקטרוני של השולח:
GenericXmlCfgServer,שרת SMTP:
GenericXmlCfgPort,יציאה:
GenericXmlCfgTimeout,זמן קצוב (בשניות):
GenericXmlCfgAuthentication,השרת מחייב אימות
GenericXmlCfgSsl,השתמש בחיבור מאובטח ‎(TLS/SSL)
GenericXmlCfgAuthUsername,שם משתמש:
GenericXmlCfgAuthPassword,סיסמה:
GenericXmlCfgRecipientAddress,כתובת הדואר האלקטרוני של הנמען:
GenericXmlCfgInvalidEmailAddress,חובה לציין את כתובת הדואר האלקטרוני של הנמען ואת כתובת הדואר האלקטרוני של השולח.
GenericXmlCfgInvalidServerSettings,חובה לציין שרת ומספר יציאה.
GenericXmlCfgInvalidSenderName,דרוש שם שולח.
GenericXmlCfgInvalidPort,מספר היציאה חייב להיות בין 1 ל-65535.
GenericXmlCfgEmptyHeartbeatError,יש להזין תקופה מרבית.
CentralMonitoringHeartbeatAttachment,קובץ מצורף:
GenericXmlCfgAttachImage,תמונה לאירועי ההתקן
GenericXmlCfgAttachClip,סרטון לאירועי ההתקן
GenericXmlCfgNoAttachment,ללא

#################################################
# User Tree Dialog
#################################################
UserTreeDialogLabel,משתמשים/קבוצות להוספה:
UserTreeDialogLabelUserOnly,משתמשים להוספה:

#################################################
# Rule Setup strings
#################################################

RuleMgmtSetupTitle,כללים
RuleMgmtAddText,הוסף
RuleMgmtRemoveText,מחק
RuleMgmtEditText,ערוך
RuleMgmtFirstTrigger,כאשר %1%,
RuleMgmtOtherTrigger,או %1%,
RuleMgmtFirstAction,%1%,
RuleMgmtOtherAction,ו-%1%,
RuleMgmtFirstCondition,רק אם %1%
RuleMgmtOtherCondition,ו-%1%,
RuleMgmtConditionConjunctive, ו 
RuleMgmtRuleListTitle,כללים:
RuleMgmtResetDefaultsWarningText,פעולה זו תמחק את כל הכללים הקיימים ותיצור את כלל ברירת המחדל של היצרן.\n\nהאם אתה בטוח שברצונך להמשיך?
RuleMgmtRuleLimitErrorText,המערכת הגיעה למספר הכללים המרבי
RuleMgmtRemoveWarningText,האם אתה בטוח שברצונך למחוק את הכלל '%1%'?
RuleMgmtGlobText,כל %1% דקות לכל היותר
RuleMgmtStopText,למשך =%1%ד', %2%שנ'
RuleMgmtStopTextIndefinitely,ללא גבול
RuleMgmtClientBoundText,%1%
RuleMgmtClientBoundAllClients,כל המשתמשים
RuleMgmtActiveScheduleAllDay,הכלל פעיל תמיד.
RuleMgmtActiveSchedulePartOfDay,הכלל פעיל מ-%1% עד %2%.
RuleMgmtGlobParamsTitle,בחירת תדירות מרבית
RuleMgmtGlobParamsIntervalLabel,בצע פעולה לכל היותר כל:
RuleMgmtRuleEnabledLabel,הכלל מופעל
RuleMgmtRuleDiabledLabel,הכלל מושבת
RuleMgmtStopParamsTitle,בחירת משך זמן מרבי
RuleMgmtStopParamsIntervalLabel,עצור פעולה לאחר:
RuleMgmtStopParamsNoTimeLimit,אפשר פעולה ללא הגבלה
RuleMgmtActionNoExplicitDevicesSelected,אין מצלמות המקושרות לאירועים של כלל זה.\n\nציין מפורשות מצלמה שבה יש לבצע פעולה.
RuleMgmtActionTriggerTypeConflict,פעולה שהוגדרה בעבר מתנגשת עם גורם מפעיל אחד או יותר. הפעולה המתנגשת תימחק מהכלל.
RuleMgmtActionEmptyEmailParam,ציינת פעולת דואר אלקטרוני ללא נמענים. ציין נמען דואר אלקטרוני אחד או יותר.
RuleMgmtActionEmptyDigitalInputParam,הוספת פעולה המחייבת פלט דיגיטלי. ציין פלט דיגיטלי אחד או יותר.
RuleMgmtActionEmptyAlarmParam,הוספת פעולה המחייבת התראה. ציין התראה אחת או יותר.
RuleMgmtActionEmptyAlarmAckParam,הוספת פעולה המחייבת אישור התראה. ציין סוג אישור התראה.
RuleMgmtValidateFormTitle,אימות כלל
RuleMgmtValidationValid,הכלל שנבחר חוקי
RuleMgmtScheduleLabel,תזמון הכלל הוא '%1%'
RuleMgmtActionEmptyObjectAckParam,פעולת הכלל כוללת פרמטר לא חוקי או חסר. בדוק את פרמטרי הפעולה.
RuleMgmtLicenseError,הפרת רישיון

# Wizard strings
RuleWizardTitle,הגדרת כלל
RuleWizardTypePaneTitle,בחירת סוג כלל
RuleWizardTypePaneCaption,בחר מתי כלל זה צריך להיות פעיל.
RuleWizardTypePaneTriggeredCaption,הפעל כלל זה כאשר מתרחש אירוע.
RuleWizardTypePaneScheduledCaption,הפעל כלל זה בשעה מסוימת ביום.
RuleWizardSchedulePaneTitle,בחירת תזמון כלל
RuleWizardSchedulePaneCaption,בחר מתי כלל זה יהיה פעיל
RuleWizardTriggerPaneTitle,בחירת אירועים לכלל
RuleWizardTriggerPaneCaption,בחר את האירועים שיפעילו את הכלל
RuleWizardActionPaneTitle,בחירת פעולות לכלל
RuleWizardActionPaneCaption,בחר את הפעולות עבור הכלל
RuleWizardConditionsPaneTitle,בחר תנאים לכלל
RuleWizardConditionsPaneCaption,בחר את התנאים שצריכים להתקיים כדי שכלל זה יפעל
RuleWizardActiveSchedulePaneTitle,בחירת משך כלל
RuleWizardActiveSchedulePaneCaption,בחר מתי כלל זה צריך להיות פעיל.
RuleWizardActiveScheduleAllDayText,כל היום
RuleWizardActiveSchedulePartOfDayText,בשעות הבאות:
RuleWizardActiveScheduleStartText,שעת התחלה:
RuleWizardActiveScheduleEndText,שעת סיום:
RuleWizardSettingsPaneTitle,בחירת מאפייני כלל
RuleWizardSettingsNameLabel,שם כלל:
RuleWizardSettingsDescriptionLabel,תיאור כלל:
RuleWizardSettingsEnabledLabel,הכלל מופעל
RuleWizardSettingsSchedulesLabel,תזמון:

# Action strings
RuleActionUserNotificationCategory,פעולות הודעה למשתמש
RuleActionMonitoringCategory,פעולות ניטור
RuleActionRecordingCategory,פעולות הקלטה
RuleActionApplicationCategory,פעולות יישום
RuleActionDeviceCategory,פעולות התקן
RuleActionPTZCategory,פעולות PTZ
RuleActionAlarmCategory,פעולות התראה

RuleActionMsgUsersTitle,הצגת הודעה על המסך
RuleActionMsgUsersClause,הצג הודעה על המסך למשך
RuleActionMsgUsersClause_v2,הצג %1% על המסך למשך
RuleActionOpenLiveStreamTitle,הפעלת הזרמה חיה
RuleActionOpenLiveStreamClause,הפעל הזרמה חיה ב-%1% למשך
RuleActionRecordDeviceTitle,הקלטה במצלמות
RuleActionRecordDeviceClause,הקלט ב-%1%
RuleActionRestartServiceTitle,הפעלה מחדש של Avigilon Control Center
RuleActionRestartServiceClause,הפעל מחדש את Avigilon Control Center
RuleActionRebootDeviceTitle,אתחל את המצלמה
RuleActionRebootDeviceClause,אתחל את %1%
RuleActionSendEmailTitle,שלח דואר אלקטרוני
RuleActionSendEmailClause,שלח דואר אלקטרוני אל %1%
RuleActionSendEmailClause_v2,שלח דואר אלקטרוני %2% עם %3% אל %1%
RuleActionPulseDigitalOutputTitle,פלט מתקפים דיגיטלי
RuleActionPulseDigitalOutputClause,מתקף %1% %2%
RuleActionSetDigitalOutputTitle,הפעל פלט דיגיטלי
RuleActionSetDigitalOutputClause,הפעל את %1%
RuleActionPtzClearAuxTitle,נקה פריט עזר
RuleActionPtzClearAuxClause,נקה פריט עזר %2% של PTZ ב-%1%
RuleActionPtzGoToPresetTitle,עבור לתחנה קבועה
RuleActionPtzGoToPresetClause,עבור לתחנת PTZ הקבועה %2% ב-%1%
RuleActionPtzGoToHomeTitle,עבור לתחנת הבית
RuleActionPtzGoToHomeClause,עבור לתחנת הבית PZT ב%1%
RuleActionPtzSetAuxTitle,הגדרת פריט עזר
RuleActionPtzSetAuxClause,קבע פריט עזר %2% של PTZ ב-%1%
RuleActionPtzRunPatternTitle,הפעלת תבנית
RuleActionPtzRunPatternClause,הפעל תבנית %2% של PTZ ב-%1%
RuleActionAlarmTriggerTitle,הפעלת התראה
RuleActionAlarmTriggerClause,הפעל את %1%
RuleActionAlarmAutoAckTitle,אישור אוטומטי של התראה
RuleActionAlarmAutoAckClause,אשר אוטומטית את %1%
RuleActionAlarmAckTitle,אישור התראה
RuleActionAlarmAckClause,אשר את %1%
RuleActionPlaySoundTitle,השמעת צליל
RuleActionPlaySoundClause,השמע צליל %1% למשך
RuleActionTriggerDigitalOutputTitle,הפעלת פלט דיגיטלי
RuleActionTriggerDigitalOutputClause,הפעל את %1%
RuleActionCreateBookmarkTitle,יצירת סימנייה
RuleActionCreateBookmarkClause,צור סימנייה עבור %1% עם הגנה %2% ב-%3%
RuleActionOpenViewTitle,פתיחת תצוגה שמורה
RuleActionOpenViewClause,פתח את %1% למשך
RuleActionMonitorOpenLiveStreamTitle,הפעלת הזרמה חיה בצג virtual matrix
RuleActionMonitorOpenLiveStreamClause,הצג הזרמה חיה עבור %2% בלוח התמונות %3% ב-%1%
RuleActionMonitorOpenMapTitle,פתיחת מפה בצג virtual matrix
RuleActionMonitorOpenMapClause,פתח את %2% באינדקס %3% ב-%1%
RuleActionMonitorOpenWebTitle,פתיחת דף אינטרנט בצג virtual matrix
RuleActionMonitorOpenWebClause,פתח את %2% באינדקס %3% ב-%1%
RuleActionSendExternalNotificationTitle,שלח הודעה לתחנת הניטור המרכזי
RuleActionSendExternalNotificationClause,שלח הודעה לתחנת הניטור המרכזי

EmailSetupTestEmail,שליחת דוא""ל בדיקה
