#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Sluiten
RuleParamDigitalOutputPulseConfigPeriodTooSmall,Elke digitale uitvoerpuls moet groter zijn dan 200 ms.\n\nWijzig de periode en/of het inschakelingspercentage.
RuleParamDigitalOutputPulseConfigRepeatCountLabel,Aantal herhalingen:
RuleParamDigitalOutputPulseConfigDutyRepeat,%3% keer gedurende %1% ms met een inschakelingspercentage van %2%%%
RuleParamEmailAddresses,E-mailgeadresseerden
RuleParamEmailFormTitle,E-mailgeadresseerden selecteren
RuleParamEmailRecipient,een geadresseerde
RuleParamIntegerFormTitle,Waarde selecteren
RuleParamMillisecondsPreString,Tijd:
RuleParamMillisecondsPostString,milliseconde(n)
RuleParamMillisecondsPlural,%1% milliseconden
RuleParamMillisecondsSingular,1 milliseconde
RuleParamMinutesPreString,Tijd:
RuleParamMinutesPostString,minu(u)t(en)
RuleParamMinutesPlural,%1% minuten
RuleParamMinutesSingular,1 minuut
RuleParamIndexPreString,Index:
RuleParamIndexPreStringPtzAux,PTZ-aux:
RuleParamIndexPreStringPtzPattern,PTZ-patroon:
RuleParamIndexPreStringPtzPreset,PTZ-voorinstelling:
RuleParamIndexString,aantal %1%
RuleParamSecondsPreString,Tijd:
RuleParamSecondsPostString,seconde(n)
RuleParamSecondsPlural,%1% seconden
RuleParamSecondsSingular,1 seconde
RuleParamSizeMBPreString,Grootte:
RuleParamSizeMBPostString,MB
RuleParamSizeMBString,%1% MB
RuleParamUserListTitle,Gebruikers selecteren
RuleParamUserListGroupsNode,Groepen
RuleParamUserListUsersNode,Gebruikers
RuleParamUserListAnyLabel,elke willekeurige gebruiker
RuleParamUserListAllLabel,Alle gebruikers
RuleParamUserListAnyFormLabel,Elke willekeurige gebruiker
RuleParamUserListSelectAnyLabel,Een of meer van de volgende gebruikers en/of groepen:
RuleParamUserListSelectAllLabel,Alle volgende gebruikers en/of groepen:
RuleParamAlarmIdsTitle,Alarmen selecteren
RuleParamAlarmIdsAnyLabel,Elk willekeurig alarm
RuleParamAlarmIdsSelectLabel,Een of meer van de volgende alarmen:
RuleParamAlarmIdsAll,elk willekeurig alarm
RuleParamAlarmIdsAllAction,een alarm
RuleParamAlarmIdsSingular,alarm '%1%'
RuleParamAlarmIdsPlural,alarmen '%1%'
RuleParamPercentageTitle,Percentage selecteren
RuleParamUnknownValue,Onbekend
RuleParamAudioFileTitle,Geluid selecteren
RuleParamAudioFile,'%1%'
RuleParamAudioFileLabel,Geluid:
RuleParamAlarmAckNormalTitle,Alarm bevestigen:
RuleParamAlarmAckGrantTitle,normaal Alarm bevestigen:
RuleParamAlarmAckDenyTitle,toestaan Alarm bevestigen:
RuleParamAlarmAckPermissionFormTitle,weigeren Alarmbevestiging selecteren
RuleParamAlarmAckPermissionFormLabel,Bevestigingstype:
RuleParamAnalyticsActivityListTitle,Selecteer video-analysegebeurtenistypes
RuleParamAnalyticsNameListTitle,Video-analysegebeurtenissen selecteren
RuleParamAnalyticsActivityListAnyLabel,Elke video-analysegebeurtenis
RuleParamAnalyticsNameListAnyLabel,Elke video-analysegebeurtenis
RuleParamAnalyticsActivityListSelectLabel,Alle volgende video-analysegebeurtenissen:
RuleParamAnalyticsNameListSelectLabel,Alle volgende video-analysegebeurtenissen:
RuleParamAnalyticsActivitiesAll,elke video-analysegebeurtenis
RuleParamAnalyticsEventNameAll,elke video-analysegebeurtenis
RuleParamAnalyticsActivity,%1%
RuleParamAnalyticsName,%1%

RuleParamStringMessageTitle,Bericht definiëren
RuleParamUserListDefaultLabel,Standaard bericht gebruiken
RuleParamUserListSelectCustomLabel,Aangepast bericht gebruiken
RuleParamStringMessageLabel,bericht
RuleParamStringMessageTooManyLinesText,Het bericht wordt beperkt tot %1% regels.

RuleParamOnOffLabelOn,aan
RuleParamOnOffLabelOff,uit

RuleParamDurationFormTitle,Duur selecteren
RuleParamDurationFormLabel,Duur:

RuleSystemDefaultNameShowToUsers,Gebruikers waarschuwen (standaard)
RuleSystem412DefaultNameShowToUsers,Gebruikers waarschuwen (4.12 standaardregel)
RuleSystemDefaultDescription,Een door het systeem gegenereerde standaardregel
RuleConvertedFromEmailDestMapName,E-mailregel '%1%'
RuleConvertedFromEmailDestMapDescription,Een door het systeem gegenereerde regel van de instellingspagina voor e-mailwaarschuwingen van een vorige versie

RuleValidationDeviceNotConnected,%2% specificeert losgekoppelde apparaten: %1%.
RuleValidationDeviceNotFound,%1% specificeert een apparaat dat niet aanwezig is.
RuleValidationNoExplicitDevices,%1% vereist een expliciet apparaat, omdat geen enkel triggertype een apparaatargument bevat.
RuleValidationEmailListEmpty,%1% bevat een lege lijst voor e-mailadressen.
RuleValidationDigitalOutputListEmpty,%1% bevat een lege lijst voor relais.
RuleValidationUserNotFound,%1% specificeert een gebruiker die niet meer in de database bestaat.
RuleValidationGroupNotFound,%1% specificeert een groep die niet meer in de database bestaat.
RuleValidationNoDurationForStopCondition,%1% gebruikt een stopconditie, maar specificeert geen maximumactieduur.
RuleValidationTypeNotAllowed,De gebeurtenis '%1%' mag de actie '%2%' niet activeren.
RuleValidationNoConnectedDevices,%1% specificeert een apparaat als parameter, maar er zijn geen verbonden apparaten in het systeem.

RuleValidationActionTypeSingular,De actie '%1%'
RuleValidationTriggerTypeSingular,De gebeurtenis '%1%'
RuleValidationActionAndStopActionType,De stoptrigger '%1%' in de actie '%2%


#################################################
# Backup Restore
#################################################
BackupRestoreFileType,AVS-bestanden (*.avs)|*.avs|Alle bestanden (*.*)|*.*

BackupSettingsTitle,Back-upinstellingen
BackupSettingsChooseServer,Back-uplocatie en serverinstellingen van server:
BackupSettingsError,Er is een fout opgetreden tijdens het maken van een back-up van instellingen.
BackupSettingsCheckBox,Het back-upbestand versleutelen.
BackupSettingsWarning,Het back-upbestand kan niet worden hersteld zonder dit wachtwoord.
BackupSettingsNoMatch,De opgegeven wachtwoorden komen niet overeen.
BackupSettingsEmpty,U moet een wachtwoord opgeven.
BackupSettingsPasswordLimit,Wachtwoord mag maximaal 128 tekens lang zijn.
BackupSettingsSuccessful,Back-up voltooid

RestoreSettingsTitle,Instellingen herstellen
RestoreSettingsSiteAndServer,Locatie en serverinstellingen herstellen
RestoreSettingsServerOnly,Serverinstellingen herstellen
RestoreSettingsCustom,Aangepaste instellingen gebruiken 
RestoreSettingsCustomButton,Instellingen kiezen
RestoreSettingsSelectServer,Instellingen herstellen naar: 
RestoreSettingsCleanServers,Aanbevolen servers
RestoreSettingsInUseServers,In gebruik
RestoreSettingsError,Er is een fout opgetreden bij het herstellen van instellingen. Details kunt u vinden in de locatielogboeken. 
RestoreSettingsFailed,Herstellen mislukt: %1%
RestoreSettingsFileNotFound,Kan niet herstellen vanuit bestand
RestoreSettingsEmptyFile,Back-upbestand bevat geen instellingen.
RestoreSettingsFileError,Bestandsfout
RestoreSettingsVersionError,Back-upbestand is incompatibel.
RestoreSettingsUnknownError,Er is een fout opgetreden
RestoreSettingsSuccessful,Herstel voltooid
RestoreSettingsPartiallySuccessful,Herstel deels voltooid. Raadpleeg de serverlogboeken voor meer informatie.
RestoreSettingsNoSettings,Selecteer instellingen om te herstellen.
RestoreSettingsOverwriteInUse,Hiermee overschrijft u mogelijk bestaande instellingen op de geselecteerde server.

RestoreSettingsOffsetAlarmsAndRules,Alarmen en regels
RestoreSettingsOffsetDeviceConnections,Apparaatverbindingen
RestoreSettingsOffsetEmailSetup,E-mailserver en Central Station Monitoring
RestoreSettingsOffsetEventsSchedules,Schema's
RestoreSettingsOffsetLPRWatchList,LPR-controlelijst
RestoreSettingsOffsetLPRLanes,LPR-rijen
RestoreSettingsOffsetPOSDataFormatAndExceptions,Verkooppuntdataformaat en uitzonderingen
RestoreSettingsOffsetPOSSources,Verkooppunttransactiebronnen
RestoreSettingsOffsetMaps,Kaarten
RestoreSettingsOffsetRecordingSchedules,Opnameschema's
RestoreSettingsOffsetRecordingSchedulesTemplates,Opnameschemasjablonen
RestoreSettingsOffsetSavedViews,Opgeslagen weergaves
RestoreSettingsOffsetScheduledArchive,Geplande archivering
RestoreSettingsOffsetServerName,Servernaam
RestoreSettingsOffsetSiteName,Sitenaam
RestoreSettingsOffsetSiteViews,Locatieweergave
RestoreSettingsOffsetUsersAndGroups,Gebruikers en groepen
RestoreSettingsOffsetWebPages,Webpagina's

RestoreCustomSettingsTitle,Aangepaste instellingen
RestoreCustomSettingsCheckAll,Alles selecteren
RestoreCustomSettingsSiteOnly,Alleen locatie
RestoreCustomSettingsServerOnly,Alleen server
RestoreCustomSettingsUncheckAll,Alles wissen
RestoreCustomSettingsWarning,Het herstellen van aangepaste instellingen kan onverwachte problemen veroorzaken.

RestorePasswordText,Het bestand is versleuteld.
RestorePasswordFailed,Het wachtwoord is onjuist.

#################################################
# System Log Setup strings
#################################################

LogSetupText,Systeemlogboek
LogSetupDescription,Het systeemlogboek bekijken

EventTreeServer,Server
EventTreeServerStartStop,Starten/Stoppen
EventTreeServerLicense,Licentie
EventTreeServerDatabase,Database
EventTreeServerStorage,Gegevens
EventTreeServerHardware,Hardware
EventTreeServerBackup,Archief
EventTreeServerNetwork,Netwerk
EventTreeServerEmail,E-mail
EventTreeServerMemory,Geheugen
EventTreeServerInstallation,Installatie
EventTreeServerCentralStationMonitoring,Testbericht periode centraal station

EventTreeDevice,Apparaat
EventTreeDeviceConnection,Verbinding
EventTreeDeviceConnectionError,Verbindingsfout
EventTreeDeviceFirmwareUpgrade,Firmware-upgrade
EventTreeDeviceNetwork,Netwerk
EventTreeDeviceRecordingInterruption,Opnamefout

EventTreeUser,Gebruiker
EventTreeUserLoginLogout,Aanmelden/Afmelden
EventTreeUserServerSetting,Serverinstelling
EventTreeUserDeviceSetting,Apparaatinstelling
EventTreeUserDeviceConnection,Apparaatverbinding
EventTreeUserDigitalOutputTriggered,Digitaal uitvoerapparaat
EventTreeUserSpeaker,Luidspreker
EventTreeUserBookmark,Bladwijzer
EventTreeUserDevicePtz,PTZ
EventTreeUserExport,Exporteren
EventTreeUserView,Weergave
EventTreeUserSiteSetting,Site-instelling
EventTreeUserMap,Plattegrond
EventTreeUserWebLink,Webpagina
EventTreeUserSiteView,Siteweergave
EventTreeUserMacro,Aangepaste toetsenbordopdracht
EventTreeUserCentralStationMonitoring,Testbericht centraal station

EventCategoryApp,Toepassing
EventCategoryDatabase,Database
EventCategoryDevice,Apparaat
EventCategoryServer,Server
EventCategoryStorage,Opslag
EventCategorySystem,Systeem
EventCategoryUser,Gebruiker
EventCategoryAlarm,Alarm

EventListDateColumnTitle,Datum
EventListTimeColumnTitle,Tijd
EventListTypeColumnTitle,Type
EventListEventTypeColumnTitle,Gebeurtenistype
EventListEventSourceColumnTitle,Gebeurtenisbron
EventListNvrColumnTitle,Server
EventListMessageColumnTitle,Bericht

EventInfoCategoryLabel,Categorie:
EventInfoTypeLabel,Type:
EventInfoServerLabel,Server:
EventInfoDeviceLabel,Camera:

EventListActionSaveLabel,Gebeurtenissen opslaan naar bestand...
EventListEventCountLabel,gevonden resultaten

EventListFileFilter,Tekstbestanden (*.txt)|*.txt|CSV-bestanden (*.csv)|*.csv|Alle bestanden (*.*)|*.*

EventListQueryError,Er is een fout opgetreden tijdens het zoeken naar gebeurtenissen.
EventListSaveToFileError,Er is een fout opgetreden toen de gebeurtenissenlijst naar een bestand werd geschreven.

EventPanelEventGenerators,Gebeurtenisbronnen:
EventPanelTypesLabel,Gebeurtenistypen om weer te geven:
EventPanelTimeRange,Tijdsbestek om te doorzoeken:
EventPanelTypesRootLabel,Gebeurtenistypen

EventInfoStartTime,Begin: %1%
EventInfoEndTime,Einde: %1%
EventInfoTime,Tijd:
EventInfoDuration,Duur: %1% uur, %2% minuten, %3% seconden

EventAuditPanelTitle,Sitelogboeken

#################################################
# System Health: Server Status strings
#################################################

ServerStatusAuditPanelTitle,Betrouwbaarheid site
ServerStatusAuditPanelGeneralInformation,Algemene informatie:
ServerStatusAuditPanelGeneralInformationCommand,Algemene informatie
ServerStatusAuditPanelNetworkAdaptersCommand,Netwerkadapters
ServerStatusAuditPanelCamerasCommand,Camera's
ServerStatusAuditPanelAllServers,Alle servers weergeven
ServerStatusAuditPanelIssueServers,Alleen servers met waarschuwingen en fouten weergeven
ServerStatusAuditPanelOffline,Offline
ServerStatusAuditPanelServerIP,Server-IP:
ServerStatusAuditPanelVideoTotal,Totaal aantal licenties:
ServerStatusAuditPanelVideoUsed,Cameralicenties in gebruik:
ServerStatusAuditPanelProcessCPU,CPU-belasting van ACC-server:
ServerStatusAuditPanelActiveUsage,Geheugengebruik van de ACC-server:
ServerStatusAuditPanelSpaceAvailable,Beschikbaar systeemgeheugen:
ServerStatusAuditPanelUpTimeSec,Tijd actief:
ServerStatusAuditPanelNetworks,Netwerkadapters:
ServerStatusAuditPanelAdapterName,Adapternaam
ServerStatusAuditPanelNetworkIp,IP
ServerStatusAuditPanelIn,Binnenkomend
ServerStatusAuditPanelOut,Uitgaand
ServerStatusAuditPanelLinkSpeed,Verbindingssnelheid
ServerStatusAuditPanelUpTimeDaysHoursMinutesSeconds,%1% dagen, %2% uur, %3% minuten, %4% seconden
ServeStatusAuditPanelExportToPdf,Siterapport naar PDF exporteren
ServerStatusAuditPanelCameras,Camera's:
ServerStatusAuditPanelCamerasGeneral,Algemeen
ServerStatusAuditPanelCamerasNetwork,Netwerk
ServerStatusAuditPanelCamerasHardware,Hardware
ServerStatusAuditPanelCamerasCompression,Compressie

ServerStatusAuditPanelCameraSerialNumberPrefix,SN:
ServerStatusAuditPanelCameraLogicalIdPrefix,Logisch ID:
ServerStatusAuditPanelCameraQualityPrefix,Kwaliteit:
ServerStatusAuditPanelCameraImageRateSuffix,ips

ServerStatusAuditPanelSelectFile,Bestand selecteren om te exporteren
ServerStatusFileFilter,PDF-bestanden (*.pdf)|*.pdf;

SiteHealthSiteStatusErrorTooltip,Communicatiefout
SiteHealthSiteStatusWarningTooltip,Sommige apparaten en/of servers zijn mogelijk offline
SiteHealthSiteStatusHealthyTooltip,Alle servers en apparaten draaien probleemloos.
SiteHealthSiteStatusUnknownTooltip,Statusinformatie is niet beschikbaar

#################################################
# User Login Management strings
#################################################

UserLoginPanelTitle,Gebruikersverbindingen
UserLoginPanelClusterListHeader,Site
UserLoginPanelLoginSessionsListUserNameHeader,Gebruikersnaam
UserLoginPanelLoginSessionsListLoggedForHeader,Aanmeldingsduur
UserLoginPanelLoginSessionsListMachineName,Computernaam
UserLoginPanelLoginSessionsLogout,Meld gebruikers af
UserLoginPanelLoginDurationMinutes,%1% minuten
UserLoginPanelLoginDurationHoursMinutes,%1% uur, %2% minuten
UserLoginPanelLoginDurationDaysHoursMinutes,%1% dagen, %2% uur, %3% minuten
UserLoginPanelLogUserOutPromptBody,Weet u zeker dat u de geselecteerde gebruikers wilt afmelden?
UserLoginPanelLogUserOutPromptHeader,Meld gebruikers af

#################################################
# POS Transaction Setup strings
#################################################

TransactMgmtSetupTitle,POS-transacties
TransactMgmtSetupTextSourceListTitle,Transactiebronnen:
TransactMgmtRemoveWarningText,Weet u zeker dat u transactiebron '%1%' wilt verwijderen?
TransactMgmtSetupAddText,Toevoegen
TransactMgmtSetupRemoveText,Verwijderen
TransactMgmtSetupEditText,Bewerken
TransactMgmtSetupUnselectedText,Een transactiebron selecteren

TextSourceDefaultDataFormat,Nieuwe gegevensindeling

TextSourceDataFormatName,Gegevensindeling: %1%
TextSourceProviderIp,IP-adres transactiebron: %1%
TextSourceWatchItems,Uitzonderingen:
TextSourceInfoPanelEdit,Bewerken
TextSourceNumWatchLists,Aantal toegevoegde controlelijsten: %1%

TextSourceErrorIncompatibleTitle,Bronapparaat is niet compatibel
TextSourceErrorIncompatibleText,Het bronapparaat is niet compatibel met de server.  Het apparaat of de server moet worden bijgewerkt.
TextSourceErrorNetworkTitle,Netwerkfout
TextSourceErrorNetworkText,Het bronapparaat heeft mogelijk een IP-adres dat bij een netwerksegment (subnet) hoort waar de server geen toegang toe heeft.
TextSourceErrorNotPresentTitle,Niet aanwezig
TextSourceErrorNotPresentText,De verbinding tussen het bronapparaat en het netwerk kan zijn verbroken, of het netwerk kan onjuist zijn geconfigureerd.
TextSourceErrorWrongEndpointTitle,Niet aanwezig
TextSourceErrorWrongEndpointText,Er is een onverwacht apparaat verbonden op het IP-adres van dit bronapparaat.  De verbinding tussen het bronapparaat en het netwerk kan zijn verbroken, of het netwerk kan onjuist zijn geconfigureerd.
TextSourceErrorLicenseTitle,Licentiefout
TextSourceErrorLicenseText,De licentie van de server staat geen verbinding met dit bronapparaat toe.
TextSourceErrorResourceInUseTitle,Niet beschikbaar
TextSourceErrorResourceInUseText,Het bronapparaat is al met een andere server verbonden.
TextSourceErrorAuthFailedTitle,Verificatie is mislukt
TextSourceErrorAuthFailedText,De gebruikersnaam of het wachtwoord die voor dit bronapparaat is gebruikt, is onjuist.
TextSourceErrorGeneralTitle,Fout
TextSourceErrorGeneralText,Er is een fout opgetreden met het bronapparaat en het zendt mogelijk geen transacties naar de server.


DataFormatPosInfoPanelUnselectedText,Een gegevensindeling selecteren
DataFormatPosInfoPanelMaxLineLength,Max. lengte regel: %1%
DataFormatPosInfoPanelMaxTransactionLength,Max. lengte transactie: %1%
DataFormatPosInfoPanelNumFilters,Aantal gebruikte filters: %1%
DataFormatPosInfoPanelTransactionEndMask,Eindmasker: %1%
DataFormatPosInfoPanelTransactionStartMask,Beginmasker: %1%
DataFormatPosInfoPanelTransactionCodePage,Codering: %1%

WatchItemPriceRangeExactMessage,waarde van '%1%'
WatchItemPriceRangeBoundedMessage,waarde tussen '%1%' en '%2%'
WatchItemPriceRangeLowerBoundedMessage,waarde groter dan '%1%'
WatchItemPriceRangeUpperBoundedMessage,waarde kleiner dan '%1%'
WatchItemStringMatchMessage,tekenreeks '%1%'

TextTransactWizardTitle,POS-transacties instellen
TextTransactWizardPaneGeneralTitle,Naam en beschrijving transactiebron instellen
TextTransactWizardPaneGeneralNameLabel,Naam transactiebron:
TextTransactWizardPaneGeneralDescriptionLabel,Beschrijving transactiebron:
TextTransactWizardPaneGeneralEnabledLabel,Transactiebron inschakelen
TextTransactWizardPaneGeneralDuplicateNameError,Er bestaat al een transactiebron met de opgegeven naam.
TextTransactWizardSourceProviderTitle,Transactiebronapparaat instellen
TextTransactWizardSourceProviderCaption,Stel het IP-adres en de poort voor het transactiebronapparaat in:
TextTransactWizardSourceProviderDeviceAddress,Hostnaam/IP-adres:
TextTransactWizardSourceProviderDevicePortLabel,Poort:
TextTransactWizardSourceProviderConnectingLabel,Bezig met verbinding maken...
TextTransactWizardSourceProviderNoAddressError,U moet een hostnaam of IP-adres invoeren.
TextTransactWizardSourceProviderConnectIncompatible,Dit apparaat is niet compatibel met de server.\nHet apparaat of de server moet worden bijgewerkt.
TextTransactWizardSourceProviderConnectResourceInUse,Dit apparaat is al met een andere server verbonden.
TextTransactWizardSourceProviderConnectAuthenticationFailed,Gebruikersnaam of wachtwoord is onjuist.
TextTransactWizardSourceProviderConnectNotFound,Kon een apparaat niet vinden op het opgegeven IP-adres.
TextTransactWizardSourceProviderConnectLicense,De serverlicentie van het Control Center staat niet meer apparaatverbindingen van transactiebronnen toe.
TextTransactWizardSourceProviderConnectDestinationUnreachable,Er is een communicatiefout opgetreden bij het verbinden van het apparaat.\nHet apparaat heeft mogelijk een IP-adres dat bij een netwerksegment (subnet) hoort waar de server geen toegang toe heeft.
