#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Kapat
RuleTriggerAlarmPurgedTitle,Alarm temizlendi
RuleTriggerAlarmPurgedClause,%1% temizlendi
RuleTriggerAlarmUnassignedTitle,Alarm ataması kaldırıldı
RuleTriggerAlarmUnassignedClause,%1%'ın/in ataması kaldırıldı
RuleTriggerDeviceConnectedTitle,Bağlantı oluşturuldu
RuleTriggerDeviceConnectedClause,%1% için bir bağlantı oluşturuldu
RuleTriggerDeviceDisconnectedTitle,Bağlantı kaldırıldı
RuleTriggerDeviceDisconnectedClause,%1% için bir bağlantı kaldırıldı
RuleTriggerDeviceRecoveredTitle,Bağlantı onarıldı
RuleTriggerDeviceRecoveredClause,%1% için bir bağlantı onarıldı
RuleTriggerFailoverStartedTitle,Yedek sunucuya bağlantı oluşturuldu
RuleTriggerFailoverStartedClause,%1% için yedek sunucuya bir bağlantı oluşturuldu
RuleTriggerFailoverStoppedTitle,Yedek sunucudan bağlantı kaldırıldı
RuleTriggerFailoverStoppedClause,%1% için yedek sunucudan bir bağlantı kaldırıldı
RuleTriggerNetworkAddedTitle,Ağ bağlantısı bulundu
RuleTriggerNetworkAddedClause,bir ağ bağlantısı bulundu
RuleTriggerNetworkErrorRecoveredTitle,Ağ hatası çözüldü
RuleTriggerNetworkErrorRecoveredClause,bir ağ hatası çözüldü
RuleTriggerPacketsLostTitle,Ağ paketi kaybı kabul edilemez
RuleTriggerPacketsLostClause,ağ paketi kaybı %1% için kabul edilemez 
RuleTriggerPacketsRecoveredTitle,Ağ paketi kaybı kabul edilebilir
RuleTriggerPacketsRecoveredClause,ağ paketi kaybı %1% için kabul edilebilir
RuleTriggerRecordingEndedTitle,Kayıt sonlandı
RuleTriggerRecordingEndedClause,%1% için bir kayıt sonlandı
RuleTriggerRecordingStartedTitle,Kayıt başladı
RuleTriggerRecordingStartedClause,%1% için bir kayıt başladı
RuleTriggerStorageInitErrorTitle,Veri başlatma hatası
RuleTriggerStorageInitErrorClause,veri başlatma başarısız oldu
RuleTriggerStorageLowDiskSpaceTitle,Veri birimi boyutu azaltıldı
RuleTriggerStorageLowDiskSpaceClause,disk alanı olmadığı için bir veri birimi boyutu azaltıldı
RuleTriggerStorageUpgradeEndedTitle,Veri yükseltmesi tamamlandı
RuleTriggerStorageUpgradeEndedClause,bir veri yükseltmesi tamamlandı
RuleTriggerStorageUpgradeFailedTitle,Veri yükseltmesi başarısız oldu
RuleTriggerStorageUpgradeFailedClause,bir veri yükseltmesi başarısız oldu
RuleTriggerStorageUpgradeStartedTitle,Veri yükseltmesi başlatıldı
RuleTriggerStorageUpgradeStartedClause,bir veri yükseltmesi başlatıldı
RuleTriggerStorageRecoveryEndedTitle,Veri kurtarma tamamlandı
RuleTriggerStorageRecoveryEndedClause,bir veri kurtarma tamamlandı
RuleTriggerStorageRecoveryFailedTitle,Veri kurtarma başarısız oldu
RuleTriggerStorageRecoveryFailedClause,bir veri kurtarma başarısız oldu
RuleTriggerStorageRecoveryStartedTitle,Veri kurtarma başlatıldı
RuleTriggerStorageRecoveryStartedClause,bir veri kurtarma başlatıldı
RuleTriggerStorageWriteErrorTitle,Veri yazma hatası
RuleTriggerStorageWriteErrorClause,%1% için bir veri yazma hatası oluşur
RuleTriggerStorageVolumeFailedTitle,Veri birimi başarısız oldu
RuleTriggerStorageVolumeFailedClause,bir veri birimi başarısız olur
RuleTriggerStorageVolumeRestoredTitle,Veri birimi kurtarıldı
RuleTriggerStorageVolumeRestoredClause,bir veri birimi normal bir duruma döndürüldü
RuleTriggerStorageBookmarkSaveFailedTitle,Yer işareti kaydetme başarısız oldu
RuleTriggerStorageBookmarkSaveFailedClause,%1% tarafından oluşturulan bir yer işareti kaydedilemedi

RuleTriggerUserPtzActivatedTitle,PTZ yer değiştirdi
RuleTriggerUserPtzActivatedClause,%1% ile ilişkili PTZ %2% tarafından yer değiştirildi
RuleTriggerUserPtzIdleTitle,PTZ boşta
RuleTriggerUserPtzIdleClause,%1% ile ilişkili PTZ boşta, son olarak %2% tarafından kullanıldı

RuleTriggerUserDeviceConnectedTitle,Cihaz bağlı
RuleTriggerUserDeviceConnectedClause,%1%, %2% tarafından bağlı
RuleTriggerUserDeviceDisconnectedTitle,Cihaz bağlı değil
RuleTriggerUserDeviceDisconnectedClause,%1%, %2% tarafından ayrıldı

RuleTriggerUserServerSettingTitle,Sunucu ayarı değişti
RuleTriggerUserServerSettingClause,bir sunucu ayarı %1% tarafından değiştirildi
RuleTriggerUserSiteSettingTitle,Site ayarı değişti
RuleTriggerUserSiteSettingClause,bir site ayarı %1% tarafından değiştirildi
RuleTriggerUserDeviceSettingTitle,Cihaz ayarı değiştirildi
RuleTriggerUserDeviceSettingClause,%1% üzerindeki bir ayar %2% tarafından değiştirildi

RuleTriggerUserBookmarkUpdateTitle,Yer işareti güncellendi
RuleTriggerUserBookmarkUpdateClause,bir yer işareti %1% tarafından güncellendi
RuleTriggerUserBookmarkDeleteTitle,Yer işareti silindi
RuleTriggerUserBookmarkDeleteClause,bir yer işareti %1% tarafından silindi
RuleTriggerUserBookmarkAddTitle,Yer işareti eklendi
RuleTriggerUserBookmarkAddClause,bir yer işareti %1% tarafından eklendi

RuleTriggerUserExportTitle,Dışa aktarma gerçekleştirildi
RuleTriggerUserExportClause,%1% üzerinde %2% tarafından bir dışa aktarma gerçekleştirildi

RuleTriggerUserDigitalOutputTriggeredTitle,Dijital çıkış tetiklendi
RuleTriggerUserDigitalOutputTriggeredClause,%1%, %2% tarafından tetiklendi

RuleTriggerUserSpeakerActivatedTitle,Hoparlör etkinleştirildi
RuleTriggerUserSpeakerActivatedClause,%1%, %2% tarafından etkinleştirildi
RuleTriggerUserSpeakerDeactivatedTitle,Hoparlör devre dışı bırakıldı
RuleTriggerUserSpeakerDeactivatedClause,%1%, %2% tarafından devre dışı bırakıldı

RuleTriggerUserVirtualMatrixMonitorOpenedTitle,Sanal matris monitörü açıldı
RuleTriggerUserVirtualMatrixMonitorOpenedClause,Sanal Matris Uygulaması %1%'ı/i %2% aracılığıyla açar

RuleTriggerUserSavedViewCreateTitle,Görünüm eklendi
RuleTriggerUserSavedViewCreateClause,bir görünüm %1% tarafından eklendi
RuleTriggerUserSavedViewModifyTitle,Görünüm güncellendi
RuleTriggerUserSavedViewModifyClause,%1%, %2% tarafından güncellendi
RuleTriggerUserSavedViewDeleteTitle,Görünüm silindi
RuleTriggerUserSavedViewDeleteClause,%1%, %2% tarafından güncellendi

RuleTriggerUserMapCreateTitle,Harita eklendi
RuleTriggerUserMapCreateClause,bir harita %1% tarafından eklendi
RuleTriggerUserMapModifyTitle,Harita güncellendi
RuleTriggerUserMapModifyClause,%1%, %2% tarafından güncellendi
RuleTriggerUserMapDeleteTitle,Harita silindi
RuleTriggerUserMapDeleteClause,%1%, %2% tarafından güncellendi

RuleTriggerUserWebLinkCreateTitle,Web Sayfası eklendi
RuleTriggerUserWebLinkCreateClause,bir web sayfası %1% tarafından eklendi
RuleTriggerUserWebLinkModifyTitle,Web Sayfası güncellendi
RuleTriggerUserWebLinkModifyClause,%1%, %2% tarafından güncellendi
RuleTriggerUserWebLinkDeleteTitle,Web Sayfası silindi
RuleTriggerUserWebLinkDeleteClause,%1%, %2% tarafından güncellendi

RuleTriggerUserSiteViewModifyTitle,Site Görünümü güncellendi
RuleTriggerUserSiteViewModifyClause,site görünümü, '%1%' tarafından güncellendi

RuleTriggerUserMacroTitle,Kişiye özel klavye komutu tetiklendi
RuleTriggerUserMacroClause,%1% ID'si taşıyan kişiye özel klavye komutu %2% trafından tetiklendi

# Condition strings
RuleConditionDeviceCategory,Cihaz Olayları

RuleConditionDigitalInputIsActiveTitle,Dijital giriş aktif
RuleConditionDigitalInputIsActiveClause,%1% aktif
RuleConditionDigitalInputAreActiveClause,%1% aktif
RuleConditionDigitalInputIsDeactivatedTitle,Dijital giriş aktif değil
RuleConditionDigitalInputIsDeactivatedClause,%1% aktif değil
RuleConditionDigitalInputAreDeactivatedClause,%1% aktif değil

RuleParamSystemTreeListDeviceTitle,Kamera Seç
RuleParamSystemTreeListDeviceTitlePlural,Kameraları Seç
RuleParamSystemTreeListDeviceNoneLabel,Kamera yok
RuleParamSystemTreeListDeviceNoneLabelPlural,Kamera yok
RuleParamSystemTreeListDeviceAnyLabel,Herhangi bir kamera
RuleParamSystemTreeListDeviceAnyActionLabel,Olaya bağlı kamera
RuleParamSystemTreeListDeviceSelectLabel,Aşağıdaki kameralardan herhangi biri:
RuleParamSystemTreeListDeviceSelectActionLabel,Aşağıdaki kameraların tümü:
RuleParamSystemTreeListDeviceAll,herhangi bir kamera
RuleParamSystemTreeListDeviceAllAction,olaya bağlı kamera
RuleParamSystemTreeListDevice,kamera '%1%'
RuleParamSystemTreeListDevicePlural,kameralar '%1%'
RuleParamSystemTreeListDeviceName,kamera

RuleParamSystemTreeListMapTitle,Harita Seç
RuleParamSystemTreeListMapTitlePlural,Haritaları Seç
RuleParamSystemTreeListMapNoneLabel,Harita yok
RuleParamSystemTreeListMapNoneLabelPlural,Harita yok
RuleParamSystemTreeListMapAnyLabel,Herhangi bir harita
RuleParamSystemTreeListMapAnyActionLabel,Olaya bağlı harita
RuleParamSystemTreeListMapSelectLabel,Aşağıdaki haritalardan herhangi biri:
RuleParamSystemTreeListMapSelectActionLabel,Aşağıdaki haritaların tümü:
RuleParamSystemTreeListMapAll,herhangi bir harita
RuleParamSystemTreeListMapAllAction,olaya bağlı harita
RuleParamSystemTreeListMap,harita '%1%'
RuleParamSystemTreeListMapPlural,haritalar '%1%'
RuleParamSystemTreeListMapName,harita

RuleParamSystemTreeListWebLinkTitle,Web Sayfasını Seç
RuleParamSystemTreeListWebLinkTitlePlural,Web Sayfalarını Seç
RuleParamSystemTreeListWebLinkNoneLabel,Web sayfası yok
RuleParamSystemTreeListWebLinkNoneLabelPlural,Web sayfası yok
RuleParamSystemTreeListWebLinkAnyLabel,Herhangi bir web sayfası
RuleParamSystemTreeListWebLinkAnyActionLabel,Olaya bağlı web sayfası
RuleParamSystemTreeListWebLinkSelectLabel,Aşağıdaki web sayfalarından herhangi biri:
RuleParamSystemTreeListWebLinkSelectActionLabel,Aşağıdaki web sayfalarının tümü:
RuleParamSystemTreeListWebLinkAll,herhangi bir web sayfası
RuleParamSystemTreeListWebLinkAllAction,olaya bağlı web sayfası
RuleParamSystemTreeListWebLink,web sayfası '%1%'
RuleParamSystemTreeListWebLinkPlural,web sayfaları '%1%'
RuleParamSystemTreeListWebLinkName,web sayfası

RuleParamSystemTreeListSavedViewTitle,Kaydedilmiş Görünümü Seç
RuleParamSystemTreeListSavedViewTitlePlural,Kaydedilmiş Görünümleri Seç
RuleParamSystemTreeListSavedViewNoneLabel,Kaydedilmiş görünüm yok
RuleParamSystemTreeListSavedViewNoneLabelPlural,Kaydedilmiş görünüm yok
RuleParamSystemTreeListSavedViewAnyLabel,Herhangi bir kaydedilmiş görünüm
RuleParamSystemTreeListSavedViewAnyActionLabel,Olaya bağlı kaydedilmiş görünüm
RuleParamSystemTreeListSavedViewSelectLabel,Aşağıdaki kaydedilmiş görünümlerden herhangi biri:
RuleParamSystemTreeListSavedViewSelectActionLabel,Aşağıdaki kaydedilmiş görünümlerin tümü:
RuleParamSystemTreeListSavedViewAll,herhangi bir kaydedilmiş görünüm
RuleParamSystemTreeListSavedViewAllAction,olaya bağlı kaydedilmiş görünüm
RuleParamSystemTreeListSavedView,kaydedilmiş görünüm '%1%'
RuleParamSystemTreeListSavedViewPlural,kaydedilmiş görünümler '%1%'
RuleParamSystemTreeListSavedViewName,kaydedilmiş görünüm

RuleParamSystemTreeListMonitorTitle,Monitör Seç
RuleParamSystemTreeListMonitorTitlePlural,Monitörleri Seç
RuleParamSystemTreeListMonitorNoneLabel,Monitör yok
RuleParamSystemTreeListMonitorNoneLabelPlural,Monitör yok
RuleParamSystemTreeListMonitorAnyLabel,Herhangi bir monitör
RuleParamSystemTreeListMonitorAnyActionLabel,Olaya bağlı monitör
RuleParamSystemTreeListMonitorSelectLabel,Aşağıdaki monitörlerden herhangi biri:
RuleParamSystemTreeListMonitorSelectActionLabel,Aşağıdaki monitörlerin tümü:
RuleParamSystemTreeListMonitorAll,herhangi bir monitör
RuleParamSystemTreeListMonitorAllAction,olaya bağlı monitör
RuleParamSystemTreeListMonitor,monitör '%1%'
RuleParamSystemTreeListMonitorPlural,monitörler '%1%'
RuleParamSystemTreeListMonitorName,monitör

RuleParamDeviceListTitle,Kameraları Seç
RuleParamDeviceListAnyLabel,herhangi bir kamera
RuleParamDeviceListAnyActionLabel,Olaya bağlı kamera
RuleParamDeviceListNoneLabel,Kamera yok
RuleParamDeviceListSelectLabel,Aşağıdaki kameralardan herhangi biri:
RuleParamDeviceListSelectActionLabel,Aşağıdaki kameraların tümü:
RuleParamDigitalOutputListTitle,Dijital Çıkışları Seç
RuleParamSpeakerListTitle,Hoparlörleri Seç
RuleParamDeviceIdsAll,herhangi bir kamera
RuleParamDeviceIdsAllAction,olaya bağlı kamera
RuleParamDeviceIdsSingular,kamera '%1%'
RuleParamDeviceIdsPlural,kameralar '%1%'
RuleParamImageAttachNone,hiçbir görüntü iliştirilmemiş
RuleParamImageAttachEvent,olaya bağlı kameradan iliştirilmiş görüntü
RuleParamImageAttachSingular,kamera '%1%'dan/den iliştirilmiş görüntü
RuleParamImageAttachPlural,kameralar '%1%'dan/den iliştirilmiş görüntüler
RuleParamDigitalOutputsNone,bir dijital çıkış
RuleParamDigitalOutputsSingular,dijital çıkış '%1%'
RuleParamDigitalOutputsPlural,dijital çıkışlar '%1%'
RuleParamSpeakerOutputsNone,bir hoparlör çıkışı
RuleParamSpeakerOutputsSingular,hoparlör çıkışı '%1%'
RuleParamSpeakerOutputsPlural,hoparlör çıkışları '%1%'
RuleParamDigitalInputListTitle,Dijital Girişleri Seç
RuleParamDigitalInputListAnyLabel,Herhangi bir dijital giriş
RuleParamDigitalInputListSelectLabel,Aşağıdaki dijital girişlerden herhangi biri:
RuleParamDigitalInputListSelectConditionLabel,Şu dijital girişlerin tümü:
RuleParamDigitalInputsNone,herhangi bir dijital giriş
RuleParamDigitalInputsSingular,dijital giriş '%1%'
RuleParamDigitalInputsPlural,dijital girişler '%1%'
RuleParamTextSourcesListAnyLabel,Herhangi bir işlem kaynağı
RuleParamTextSourcesListSelectLabel,Aşağıdaki işlem kaynaklarından herhangi biri:
RuleParamTextSourcesListTitle,İşlem Kaynaklarını Seç
RuleParamTextSourcesAll,herhangi bir işlem kaynağı
RuleParamTextSourcesAllAction,olayın olduğu işlem kaynağı
RuleParamTextSourcesSingular,işlem kaynağı '%1%'
RuleParamTextSourcesPlural,işlem kaynakları '%1%'
RuleParamTransactWatchListAnyLabel,Herhangi bir POS işlemi istisnası
RuleParamTransactWatchListSelectLabel,Aşağıdaki POS işlemi istisnalarından herhangi biri:
RuleParamTransactWatchListTitle,POS İşlemi İstisnalarını Seç
RuleParamTransactWatchListAll,herhangi bir POS işlemi istisnası
RuleParamTransactWatchListSingular,POS işlemi istisnası '%1%'
RuleParamTransactWatchListPlural,POS işlemi istisnaları '%1%'
RuleParamLicensePlatesAll,herhangi bir araç plakası
RuleParamLicensePlatesSingular,araç plakası %1%
RuleParamLicensePlatesPlural,araç plakaları %1%
RuleParamLicensePlatesAnyLabel,Herhangi bir araç plakası
RuleParamLicensePlatesSelectLabel,Aşağıdaki araç plakalarından herhangi biri:
RuleParamLicensePlatesAddLabel,Ekle
RuleParamLicensePlatesRemoveLabel,Kaldır
RuleParamLicensePlatesTitle,Araç Plakalarını Seç
RuleParamDigitalOutputPulseConfigTitle,Nabız Parametrelerini Seç
RuleParamDigitalOutputPulseConfigDutyCycleLabel,Görev döngüsü:
RuleParamDigitalOutputPulseConfigDutyCyclePostLabel,%%
RuleParamDigitalOutputPulseConfigPeriodLabel,Dönem:
RuleParamDigitalOutputPulseConfigPeriodPostLabel,ms
RuleParamDigitalOutputPulseConfigPeriodTooSmall,Sayısal nabız 200 ms'den büyük olmalıdır.\n\nLütfen periyotunuzu ve/ya görev döngünüzü değiştirin.
RuleParamDigitalOutputPulseConfigRepeatCountLabel,Tekrarlama sayısı:
RuleParamDigitalOutputPulseConfigDutyRepeat,%2%%%'lık/lik bir görev döngüsü ile %1% ms için %3% kez
RuleParamEmailAddresses,Eposta Alıcıları
RuleParamEmailFormTitle,Eposta Alıcılarını Seç
RuleParamEmailRecipient,bir alıcı
RuleParamIntegerFormTitle,Değer Seç
RuleParamMillisecondsPreString,Zaman:
RuleParamMillisecondsPostString,milisaniye (sn)
RuleParamMillisecondsPlural,%1% milisaniye
RuleParamMillisecondsSingular,1 milisaniye
RuleParamMinutesPreString,Zaman:
RuleParamMinutesPostString,dakika
RuleParamMinutesPlural,%1% dakika
RuleParamMinutesSingular,1 dakika
RuleParamIndexPreString,PTZ dizini:
RuleParamIndexPreStringPtzAux,PTZ harici:
RuleParamIndexPreStringPtzPattern,PTZ patterni:
RuleParamIndexPreStringPtzPreset,PTZ ön ayarı:
RuleParamIndexString,numara %1%
RuleParamSecondsPreString,Zaman:
RuleParamSecondsPostString,saniye
RuleParamSecondsPlural,%1% saniye
RuleParamSecondsSingular,1 saniye
RuleParamSizeMBPreString,Boyut:
RuleParamSizeMBPostString,MB
RuleParamSizeMBString,%1% MB
RuleParamUserListTitle,Kullanıcıları Seç
RuleParamUserListGroupsNode,Gruplar
RuleParamUserListUsersNode,Kullanıcılar
RuleParamUserListAnyLabel,herhangi bir kullanıcı
RuleParamUserListAllLabel,Tüm kullanıcılar
RuleParamUserListAnyFormLabel,Herhangi bir kullanıcı
RuleParamUserListSelectAnyLabel,Aşağıdaki kullanıcı ve/veya grupların herhangi biri:
RuleParamUserListSelectAllLabel,Aşağıdaki kullanıcı ve/veya grupların tümü:
RuleParamAlarmIdsTitle,Alarmları Seç
RuleParamAlarmIdsAnyLabel,Herhangi bir alarm
RuleParamAlarmIdsSelectLabel,Aşağıdaki alarmlardan herhangi biri:
RuleParamAlarmIdsAll,herhangi bir alarm
RuleParamAlarmIdsAllAction,bir alarm
RuleParamAlarmIdsSingular,alarm '%1%'
RuleParamAlarmIdsPlural,alarm '%1%'
RuleParamPercentageTitle,Yüzdeyi Seç
RuleParamUnknownValue,Bilinmiyor
RuleParamAudioFileTitle,Sesi Seç
RuleParamAudioFile,'%1%'
RuleParamAudioFileLabel,Ses:
RuleParamAlarmAckNormalTitle,Alarmı Normal olarak Onayla
RuleParamAlarmAckGrantTitle,İzin Alarmını Kabul Et
RuleParamAlarmAckDenyTitle,Alarm Engellemeyi Onayla
RuleParamAlarmAckPermissionFormTitle,Alarm Onaylamayı Seç
RuleParamAlarmAckPermissionFormLabel,Onaylama Türü:
RuleParamAnalyticsActivityListTitle,Video Analizi Olay Türünü Seçin
RuleParamAnalyticsNameListTitle,Video Analiz Olaylarını Seç
RuleParamAnalyticsActivityListAnyLabel,Tüm video analizi olayları
RuleParamAnalyticsNameListAnyLabel,Tüm video analizleri olayı
RuleParamAnalyticsActivityListSelectLabel,Aşağıdaki video analizi olaylarından herhangi biri:
RuleParamAnalyticsNameListSelectLabel,Aşağıdaki video analizi olaylarından herhangi biri:
RuleParamAnalyticsActivitiesAll,tüm video analizi olayları
RuleParamAnalyticsEventNameAll,tüm video analizleri olayı
RuleParamAnalyticsActivity,%1%
RuleParamAnalyticsName,%1%

RuleParamStringMessageTitle,Mesajı belirle
RuleParamUserListDefaultLabel,Varsayılan mesajı kullan
RuleParamUserListSelectCustomLabel,Kişiye özel mesaj kullan
RuleParamStringMessageLabel,mesaj
RuleParamStringMessageTooManyLinesText,Mesaj %1% satır ile sınırlandırılacaktır.

RuleParamOnOffLabelOn,açık
RuleParamOnOffLabelOff,kapalı

RuleParamDurationFormTitle,Süreyi Seç
RuleParamDurationFormLabel,Süre:

RuleSystemDefaultNameShowToUsers,Kullanıcılara bildirim yap (varsayılan)
RuleSystem412DefaultNameShowToUsers,Kullanıcılara bildirim yap (4.12 varsayılan kural)
RuleSystemDefaultDescription,Sistem tarafından varsayılan bir kural oluşturuldu
RuleConvertedFromEmailDestMapName,Eposta Kuralı '%1%'
RuleConvertedFromEmailDestMapDescription,Bir önceki sürümün Eposta Uyarıları ayarlama sayfasından sistem tarafından bir kural oluşturuldu

RuleValidationDeviceNotConnected,%2% bağlantısı kesilmiş cihazları belirtir: %1%.
RuleValidationDeviceNotFound,%1% mevcut olmayan bir cihazı belirtir.
RuleValidationNoExplicitDevices,%1%'ya belirli bir cihaz gerekiyor, çünkü hiç br tetikleme cihaz değişkeni içermiyor.
RuleValidationEmailListEmpty,%1% boş bir eposta adresleri listesi içeriyor.
RuleValidationDigitalOutputListEmpty,%1% boş bir röle listesi içeriyor.
RuleValidationUserNotFound,%1% veri tabanında artık mevcut olmayan bir kullanıcıyı belirtiyor.
RuleValidationGroupNotFound,%1% veri tabanında artık mevcut olmayan bir grubu belirtiyor.
RuleValidationNoDurationForStopCondition,%1% bir durma durumunu kullanıyor ama maksimum bir eylem süresi belirtmiyor.
RuleValidationTypeNotAllowed,'%1%' etkinliğinin '%2%' eylemini tetiklemesine izin yok.
RuleValidationNoConnectedDevices,%1% cihazı bir parametre olarak belirtiyor, ama sistemde bağlı cihaz yok.
