#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Luk
RestoreSettingsCustom,Anvend brugerdefinerede indstillinger 
RestoreSettingsCustomButton,Vælg indstillinger
RestoreSettingsSelectServer,Gendan indstillinger til: 
RestoreSettingsCleanServers,Anbefalede servere
RestoreSettingsInUseServers,I brug
RestoreSettingsError,Der opstod en fejl under gendannelse af indstillinger. Oplysninger er angivet i siteloggene. 
RestoreSettingsFailed,Gendannelsen mislykkedes: %1%
RestoreSettingsFileNotFound,Der kunne ikke gendannes fra filen
RestoreSettingsEmptyFile,Sikkerhedskopifilen indeholder ingen indstillinger.
RestoreSettingsFileError,Filfejl
RestoreSettingsVersionError,Sikkerhedskopifilen er ikke kompatibel.
RestoreSettingsUnknownError,Der opstod en fejl
RestoreSettingsSuccessful,Gendannelsen blev fuldført
RestoreSettingsPartiallySuccessful,Gendannelsen blev delvist fuldført. Du kan finde flere oplysninger i serverloggene.
RestoreSettingsNoSettings,Vælg indstillinger for at gendanne.
RestoreSettingsOverwriteInUse,Dette kan medføre, at eksisterende indstillinger overskrives på den valgte server.

RestoreSettingsOffsetAlarmsAndRules,Alarmer og regler
RestoreSettingsOffsetDeviceConnections,Enhedsforbindelser
RestoreSettingsOffsetEmailSetup,E-mailserver og central stationsovervågning
RestoreSettingsOffsetEventsSchedules,Tidsplaner
RestoreSettingsOffsetLPRWatchList,LPR-observationsliste
RestoreSettingsOffsetLPRLanes,LPR-baner
RestoreSettingsOffsetPOSDataFormatAndExceptions,POS-dataformat og undtagelser
RestoreSettingsOffsetPOSSources,POS-transaktionskilder
RestoreSettingsOffsetMaps,Kort
RestoreSettingsOffsetRecordingSchedules,Optagelsestidsplaner
RestoreSettingsOffsetRecordingSchedulesTemplates,Skabeloner til optagelsestidsplaner
RestoreSettingsOffsetSavedViews,Gemte visninger
RestoreSettingsOffsetScheduledArchive,Planlagt arkivering
RestoreSettingsOffsetServerName,Servernavn
RestoreSettingsOffsetSiteName,Sitenavn
RestoreSettingsOffsetSiteViews,Sitevisning
RestoreSettingsOffsetUsersAndGroups,Brugere og grupper
RestoreSettingsOffsetWebPages,Websider

RestoreCustomSettingsTitle,Brugerdefinerede indstillinger
RestoreCustomSettingsCheckAll,Vælg alle
RestoreCustomSettingsSiteOnly,Kun site
RestoreCustomSettingsServerOnly,Kun server
RestoreCustomSettingsUncheckAll,Slet alle
RestoreCustomSettingsWarning,Gendannelse af brugerdefinerede indstillinger kan medføre uventede problemer.

RestorePasswordText,Denne fil er krypteret.
RestorePasswordFailed,Adgangskoden er forkert.

#################################################
# System Log Setup strings
#################################################

LogSetupText,Systemlog
LogSetupDescription,Vis systemloggen

EventTreeServer,Server
EventTreeServerStartStop,Start/Stop
EventTreeServerLicense,Licens
EventTreeServerDatabase,Database
EventTreeServerStorage,Data
EventTreeServerHardware,Hardware
EventTreeServerBackup,Arkiv
EventTreeServerNetwork,Netværk
EventTreeServerEmail,E-mail
EventTreeServerMemory,Hukommelse
EventTreeServerInstallation,Installation
EventTreeServerCentralStationMonitoring,Testmeddelelse for periode til central station

EventTreeDevice,Enhed
EventTreeDeviceConnection,Forbindelse
EventTreeDeviceConnectionError,Forbindelsesfejl
EventTreeDeviceFirmwareUpgrade,Firmwareopgradering
EventTreeDeviceNetwork,Netværk
EventTreeDeviceRecordingInterruption,Optagelsesfejl

EventTreeUser,Bruger
EventTreeUserLoginLogout,Login/Logout
EventTreeUserServerSetting,Serverindstilling
EventTreeUserDeviceSetting,Enhedsindstilling
EventTreeUserDeviceConnection,Enhedsforbindelse
EventTreeUserDigitalOutputTriggered,Digitalt Output
EventTreeUserSpeaker,Højtaler
EventTreeUserBookmark,Bookmark
EventTreeUserDevicePtz,PTZ
EventTreeUserExport,Eksport
EventTreeUserView,Visning
EventTreeUserSiteSetting,Siteindstilling
EventTreeUserMap,Kort
EventTreeUserWebLink,Webside
EventTreeUserSiteView,Sitevisning
EventTreeUserMacro,Brugerdefineret tastaturkommando
EventTreeUserCentralStationMonitoring,Testmeddelelse til central station

EventCategoryApp,Program
EventCategoryDatabase,Database
EventCategoryDevice,Enhed
EventCategoryServer,Server
EventCategoryStorage,Lagring
EventCategorySystem,System
EventCategoryUser,Bruger
EventCategoryAlarm,Alarm

EventListDateColumnTitle,Dato
EventListTimeColumnTitle,Tid
EventListTypeColumnTitle,Type
EventListEventTypeColumnTitle,Hændelsestype
EventListEventSourceColumnTitle,Hændelseskilde
EventListNvrColumnTitle,Server
EventListMessageColumnTitle,Meddelelse

EventInfoCategoryLabel,Kategori:
EventInfoTypeLabel,Type:
EventInfoServerLabel,Server:
EventInfoDeviceLabel,Kamera:

EventListActionSaveLabel,Gem hændelser i fil...
EventListEventCountLabel,resultater fundet

EventListFileFilter,Tekstfiler (*.txt)|*.txt|CSV-filer (*.csv)|*.csv|Alle filer (*.*)|*.*

EventListQueryError,Der opstod en fejl under søgning efter hændelser.
EventListSaveToFileError,Der opstod en fejl under skrivning af hændelseslisten til en fil.

EventPanelEventGenerators,Hændelseskilder:
EventPanelTypesLabel,Hændelser, typer til visning:
EventPanelTimeRange,Tidsområde for søgning:
EventPanelTypesRootLabel,Hændelsestyper

EventInfoStartTime,Start: %1%
EventInfoEndTime,Slut: %1%
EventInfoTime,Tid:
EventInfoDuration,Varighed: %1% timer, %2% minutter, %3% sekunder

EventAuditPanelTitle,Sitelogs

#################################################
# System Health: Server Status strings
#################################################

ServerStatusAuditPanelTitle,Tilstand for site
ServerStatusAuditPanelGeneralInformation,Generelle oplysninger:
ServerStatusAuditPanelGeneralInformationCommand,Generelle oplysninger
ServerStatusAuditPanelNetworkAdaptersCommand,Netværksadaptere
ServerStatusAuditPanelCamerasCommand,Kameraer
ServerStatusAuditPanelAllServers,Vis alle servere
ServerStatusAuditPanelIssueServers,Vis kun servere med advarsler og fejl
ServerStatusAuditPanelOffline,Offline
ServerStatusAuditPanelServerIP,Server IP:
ServerStatusAuditPanelVideoTotal,Samlede kameralicenser:
ServerStatusAuditPanelVideoUsed,Kameralicenser i brug:
ServerStatusAuditPanelProcessCPU,CPU indlæsning på ACC server:
ServerStatusAuditPanelActiveUsage,Hukommelsesbrug for ACC server:
ServerStatusAuditPanelSpaceAvailable,Tilgængelig hukommelse i systemet:
ServerStatusAuditPanelUpTimeSec,Op-tid:
ServerStatusAuditPanelNetworks,Netværksadaptere:
ServerStatusAuditPanelAdapterName,Adapternavn:
ServerStatusAuditPanelNetworkIp,IP
ServerStatusAuditPanelIn,Indkommende
ServerStatusAuditPanelOut,Udgående
ServerStatusAuditPanelLinkSpeed,Linkhastighed
ServerStatusAuditPanelUpTimeDaysHoursMinutesSeconds,%1% dage, %2% timer, %3% minutter, %4% sekunder
ServeStatusAuditPanelExportToPdf,Eksporter site-rapport til PDF
ServerStatusAuditPanelCameras,Kameraer:
ServerStatusAuditPanelCamerasGeneral,Generelle
ServerStatusAuditPanelCamerasNetwork,Netværk
ServerStatusAuditPanelCamerasHardware,Hardware
ServerStatusAuditPanelCamerasCompression,Komprimering

ServerStatusAuditPanelCameraSerialNumberPrefix,Serienr.:
ServerStatusAuditPanelCameraLogicalIdPrefix,Logisk id:
ServerStatusAuditPanelCameraQualityPrefix,Kvalitet:
ServerStatusAuditPanelCameraImageRateSuffix,bps

ServerStatusAuditPanelSelectFile,Vælg fil, der skal eksporteres
ServerStatusFileFilter,PDF-filer (*.pdf)|*.pdf;

SiteHealthSiteStatusErrorTooltip,Kommunikationsfejl
SiteHealthSiteStatusWarningTooltip,Nogle enheder og/eller servere kan være offline
SiteHealthSiteStatusHealthyTooltip,Tilstanden for alle servere og enheder er i orden
SiteHealthSiteStatusUnknownTooltip,Oplysninger om tilstanden er ikke tilgængelige

#################################################
# User Login Management strings
#################################################

UserLoginPanelTitle,Brugerforbindelser
UserLoginPanelClusterListHeader,Site
UserLoginPanelLoginSessionsListUserNameHeader,Brugernavn
UserLoginPanelLoginSessionsListLoggedForHeader,Loginvarighed
UserLoginPanelLoginSessionsListMachineName,Maskinnavn
UserLoginPanelLoginSessionsLogout,Log brugere ud
UserLoginPanelLoginDurationMinutes,%1% minutter
UserLoginPanelLoginDurationHoursMinutes,%1% timer, %2% minutter
UserLoginPanelLoginDurationDaysHoursMinutes,%1% dage, %2% timer, %3% minutter
UserLoginPanelLogUserOutPromptBody,Er du sikker på, at du vil logge de valgte brugere ud?
UserLoginPanelLogUserOutPromptHeader,Log brugere ud

#################################################
# POS Transaction Setup strings
#################################################

TransactMgmtSetupTitle,POS transaktioner
TransactMgmtSetupTextSourceListTitle,Transaktionskilder:
TransactMgmtRemoveWarningText,Er du sikker på, at du vil slette transaktionskilde '%1%'?
TransactMgmtSetupAddText,Tilføj
TransactMgmtSetupRemoveText,Slet
TransactMgmtSetupEditText,Rediger
TransactMgmtSetupUnselectedText,Vælg en transaktionskilde

TextSourceDefaultDataFormat,Nyt dataformat

TextSourceDataFormatName,Dataformat: %1%
TextSourceProviderIp,Transaktionskildes IP-adresse: %1%
TextSourceWatchItems,Undtagelser:
TextSourceInfoPanelEdit,Rediger
TextSourceNumWatchLists,Antal tilføjede overvågningslister: %1%

TextSourceErrorIncompatibleTitle,Kildeenhed er ikke kompatibel
TextSourceErrorIncompatibleText,Kildeenheden er ikke kompatibelt med serveren.  Enheden eller serveren skal opgraderes.
TextSourceErrorNetworkTitle,Netværksfejl
TextSourceErrorNetworkText,Kildeenheden kan have en IP-adresse, der tilhører et netværksegment (subnet), der ikke er tilgængeligt for serveren.
TextSourceErrorNotPresentTitle,Ikke til stede
TextSourceErrorNotPresentText,Kildeenheden kan have afbrudt forbindelsen til netværket, eller netværket kan være forkert konfigureret.
TextSourceErrorWrongEndpointTitle,Ikke til stede
TextSourceErrorWrongEndpointText,En uventet enhed er tilsluttet på denne kildeenheds IP-adresse.  Kildeenheden kan have afbrudt forbindelsen til netværket, eller netværket kan være forkert konfigureret.
TextSourceErrorLicenseTitle,Licensfejl
TextSourceErrorLicenseText,Serverens licens tillader ikke en forbindelse til denne kildeenhed.
TextSourceErrorResourceInUseTitle,Ikke tilgængelig
TextSourceErrorResourceInUseText,Kildeenheden har allerede forbindelse til en anden server.
TextSourceErrorAuthFailedTitle,Brugergodkendelse mislykket
TextSourceErrorAuthFailedText,Brugernavn eller adgangskode, der anvendes for dette kamera, er ikke korrekt.
TextSourceErrorGeneralTitle,Fejl
TextSourceErrorGeneralText,Kildeenheden har en fejl og kan måske ikke sende transaktioner til serveren.


DataFormatPosInfoPanelUnselectedText,Vælg et dataformat
DataFormatPosInfoPanelMaxLineLength,Maks. linjelængde: %1%
DataFormatPosInfoPanelMaxTransactionLength,Maks. transaktionslængde: %1%
DataFormatPosInfoPanelNumFilters,Antal filtre i brug: %1%
DataFormatPosInfoPanelTransactionEndMask,Slutmaske: %1%
DataFormatPosInfoPanelTransactionStartMask,Startmaske: %1%
DataFormatPosInfoPanelTransactionCodePage,Kryptering: %1%

WatchItemPriceRangeExactMessage,værdi af '%1%'
WatchItemPriceRangeBoundedMessage,værdi mellem '%1%' og '%2%'
WatchItemPriceRangeLowerBoundedMessage,værdi større end '%1%'
WatchItemPriceRangeUpperBoundedMessage,værdi mindre end '%1%'
WatchItemStringMatchMessage,streng '%1%'

TextTransactWizardTitle,Opsætning af POS transaktioner
TextTransactWizardPaneGeneralTitle,Indstil navn og beskrivelse af transaktionskilde
TextTransactWizardPaneGeneralNameLabel,Navn på transaktionskilde:
TextTransactWizardPaneGeneralDescriptionLabel,Beskrivelse af transaktionskilde:
TextTransactWizardPaneGeneralEnabledLabel,Aktiver transaktionskilde
TextTransactWizardPaneGeneralDuplicateNameError,En transaktionskilde med det oplyste navn findes allerede.
TextTransactWizardSourceProviderTitle,Indstil enhed for transaktionskilde
TextTransactWizardSourceProviderCaption,Indstil IP-adressen og porten for transaktionskildeenheden:
TextTransactWizardSourceProviderDeviceAddress,Værtsnavn/IP-adresse:
TextTransactWizardSourceProviderDevicePortLabel,Port:
TextTransactWizardSourceProviderConnectingLabel,Opretter forbindelse...
TextTransactWizardSourceProviderNoAddressError,En værtsnavn eller en IP-adresse skal indtastes.
TextTransactWizardSourceProviderConnectIncompatible,Denne enhed er ikke kompatibel med serveren.\nEnheden eller serveren skal opgraderes.
TextTransactWizardSourceProviderConnectResourceInUse,Denne enhed har allerede forbindelse til en anden server.
TextTransactWizardSourceProviderConnectAuthenticationFailed,Brugernavn eller adgangskode er ikke korrekt.
TextTransactWizardSourceProviderConnectNotFound,En enhed kunne ikke findes på den oplyste IP-adresse.
TextTransactWizardSourceProviderConnectLicense,Control Center Server licensen tillader ikke flere forbindelser til transaktionskildeenhed.
TextTransactWizardSourceProviderConnectDestinationUnreachable,Der opstod en kommunikationsfejl under forsøg på at oprette forbindelse til enheden.\nEnheden kan have en IP-adresse, der tilhører et netværksegment (subnet), der ikke er tilgængeligt for serveren.
TextTransactWizardSourceProviderConnectionError,Der opstod en fejl under forsøg på at forbinde til enheden.
TextTransactWizardSourceProviderDuplicateQuery,Denne enhed er allerede blevet konfigureret som en transaktionskilde på denne server.\nVil du lave endnu en transaktionskilde for denne enhed?
TextTransactWizardPaneDataFormatTitle,Indstil dataformat for transaktionskilde
TextTransactWizardPaneDataFormatCaption,Vælg dataformat, der skal bruges for denne transaktionskilde:
TextTransactWizardPaneDataFormatAddText,Tilføj
TextTransactWizardPaneDataFormatCopyFromText,Kopier fra
TextTransactWizardPaneDataFormatEditText,Rediger
TextTransactWizardPaneDataFormatRemoveText,Fjern
TextTransactWizardPaneWatchListTitle,Indstil transaktionsundtagelser
TextTransactWizardPaneWatchListCaption,Vælg undtagelse(-r) for denne transaktionskilde:
TextTransactWizardPaneWatchListAddText,Tilføj
TextTransactWizardPaneWatchListEditText,Rediger
TextTransactWizardPaneWatchListRemoveText,Fjern
TextTransactWatchListFormRemove,Er du sikker på, at du vil slette denne transaktionsundtagelse?
TextTransactWatchListFormRemoveInUseError,Transaktionsundtagelse '%1%' bliver brugt\naf transaktionskilde '%2%' og kan ikke slettes.
TextTransactDataFormatEditFormTitle,Konfigurer dataformat
TextTransactDataFormatEditFormNoSelectionError,Der skal vælges et dataformat.
TextTransactDataFormatEditFormDuplicateNameError,Et dataformat med det oplyste navn findes allerede.
TextTransactDataFormatFormRemove,Er du sikker på, at du vil slette dette dataformat?
TextTransactDataFormatFormRemoveInUseError,dataformat '%1%' bliver brugt\naf transaktionskilde '%2%' og kan ikke slettes.
TextTransactDataFormatFormNameLabel,Navn:
TextTransactDataFormatFormDescriptionLabel,Beskrivelse:
TextTransactDataFormatFormLineSaveFile,Gem data...
TextTransactDataFormatFormLineLoadFile,Indlæs data...
TextTransactDataFormatFormDown,Ned
TextTransactDataFormatFormUp,Op
TextTransactDataFormatFormRemoveSelectedButton,Fjern
TextTransactDataFormatFormReplaceSelectedButton,Udskift...
TextTransactDataFormatFormSetLineFeedButton,Indstil som linjeskift
TextTransactDataFormatFormLineRawData,Rå data:
TextTransactDataFormatFormLineFilteredData,Filtreret data:
TextTransactDataFormatFormStartMask,Transaktion, starttekst:
TextTransactDataFormatFormEndMask,Transaktion, sluttekst:
TextTransactDataFormatFormPropertiesGroup,Egenskaber
TextTransactDataFormatFormFiltersGroup,Filtre
TextTransactDataFormatFormCurrentFiltersLabel,Aktuelle filtre:
TextTransactDataFormatFormFilterAdd,Tilføj filter...
TextTransactDataFormatFormFilterEdit,Rediger filter...
TextTransactDataFormatFormFilterRemove,Fjern filter
TextTransactDataFormatFormFileFilter,Tekstfiler (*.txt)|*.txt|Alle filer (*.*)|*.*
TextTransactDataFormatFormSaveError,Der opstod en fejl under skrivning af rå optagelsesdata til en fil.
TextTransactDataFormatFormLoadError,Der opstod en fejl under indlæsning af rå optagelsesdata fra en fil.
TextTransactDataFormatReplaceStringTitle,Udskift tekst
TextTransactDataFormatReplaceStringLabel,Udskift med:
TextTransactDataFormatFormStartCapture,Optagelsesdata
TextTransactDataFormatFormStopCapture,Stop optagelse
TextTransactDataFormatFormNoNameError,Et navn for dataformat skal indtastes.
TextTransactDataFormatFormNoStartMaskError,En transaktions starttekst for dataformat skal indtastes.

TextTransactLinkedCamerasTitle,Vælg linkede kameraer
TextTransactLinkedCamerasCaption,Vælg kameraet (-erne), der skal linkes til denne transaktionskilde:
TextTransactLinkedCamerasPreBufferLabel,Før-transaktions optagelsestid:
TextTransactLinkedCamerasPostBufferLabel,Efter-transaktions optagelsestid:

TextTransactCaptureFormTitle,Optagelsesindstillinger
TextTransactCaptureError,Kunne ikke opfange transaktionsdata fra server.
TextTransactFilterFormTitle,Konfigurer filter
TextTransactFilterFormFilter,Tekst til match:
TextTransactFilterFormAction,Handling der skal udføres:
TextTransactFilterFormActionRemove,Fjern
TextTransactFilterFormActionLineBreak,Udskift med linjeskift
TextTransactFilterFormActionReplace,Udskift med:
TextTransactFilterFormActionRemovedEmptyLines,Fjern tomme linjer

TextTransactWatchItemEditFormTitle,Konfigurer undtagelse
TextTransactWatchItemEditFormPropertiesGroup,Egenskaber
TextTransactWatchItemEditFormNameLabel,Navn:
TextTransactWatchItemEditFormMatchGroup,Tekst til match
TextTransactWatchItemEditFormMatchStringButtonLabel,Match tekst
TextTransactWatchItemEditFormMatchValueButtonLabel,Match værdi
TextTransactWatchItemEditFormMatchValueTypePrefixLabel,match, når værdi:
TextTransactWatchItemEditFormMatchValueExact,er lig med
TextTransactWatchItemEditFormMatchValueLowerBounded,er større end
TextTransactWatchItemEditFormMatchValueUpperBounded,er mindre end
TextTransactWatchItemEditFormMatchValueRangeBounded,er mellem
TextTransactWatchItemEditFormMatchValueBetweenLabel,og
TextTransactWatchItemEditFormMatchValuePrefixLabel,Tekst før værdi:
TextTransactWatchItemEditFormMatchValueSuffixLabel,Tekst efter værdi:
TextTransactWatchItemEditFormMatchStringLabel,Tekst til match:
TextTransactWatchItemEditFormNoNameError,Et navn for undtagelsen skal indtastes.
TextTransactWatchItemEditFormDuplicateNameError,En undtagelse med det oplyste navn findes allerede.
TextTransactWatchItemEditFormNoStringError,Teksten til match for undtagelsen skal indtasten.


TextTransactFlowControlNone,Ingen
TextTransactFlowControlXonXoff,XTIL/XFRA
TextTransactFlowControlRts,RTS
TextTransactParityNone,Ingen
TextTransactParityEven,Lige
TextTransactParityOdd,Ulige
TextTransactParityMark,Mærke
TextTransactParitySpace,Mellemrum
TextTransactStopBitsNone,Ingen
TextTransactStopBits10,1 stop bit
TextTransactStopBits15,1,5 stop bit
TextTransactStopBits20,2 stop bit
TextTransactFilterIgnoreString,Fjern '%1%'
TextTransactFilterLineBreakString,Linjeskift på '%1%'
TextTransactFilterReplaceString,Udskift '%1%' med '%2%'
