#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Bezárás
RuleTriggerUserWebLinkDeleteClause,%2% törölte a következőt: %1%

RuleTriggerUserSiteViewModifyTitle,Site-nézet frissítve
RuleTriggerUserSiteViewModifyClause,'%1%' frissítette a site-nézetet

RuleTriggerUserMacroTitle,Egyéni billentyűzetparancs elindítva
RuleTriggerUserMacroClause,%2% elindította a(z) %1% azonosítójú egyéni billentyűzetparancsot

# Condition strings
RuleConditionDeviceCategory,Eszközesemények

RuleConditionDigitalInputIsActiveTitle,A digitális bemenet aktív
RuleConditionDigitalInputIsActiveClause,A(z) %1% aktív
RuleConditionDigitalInputAreActiveClause,A következők aktívak: %1%
RuleConditionDigitalInputIsDeactivatedTitle,A digitális bemenet nem aktív
RuleConditionDigitalInputIsDeactivatedClause,A(z) %1% nem aktív
RuleConditionDigitalInputAreDeactivatedClause,A következők nem aktívak: %1%

RuleParamSystemTreeListDeviceTitle,Kamera kiválasztása
RuleParamSystemTreeListDeviceTitlePlural,Kamerák kiválasztása
RuleParamSystemTreeListDeviceNoneLabel,Nincs kamera
RuleParamSystemTreeListDeviceNoneLabelPlural,Nincsenek kamerák
RuleParamSystemTreeListDeviceAnyLabel,Bármelyik kamera
RuleParamSystemTreeListDeviceAnyActionLabel,A kamera hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListDeviceSelectLabel,A következő kamerák bármelyike:
RuleParamSystemTreeListDeviceSelectActionLabel,A következő kamerák mindegyike:
RuleParamSystemTreeListDeviceAll,bármelyik kamera
RuleParamSystemTreeListDeviceAllAction,a kamera hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListDevice,a(z) '%1%' kamera
RuleParamSystemTreeListDevicePlural,a(z) '%1%' kamerák
RuleParamSystemTreeListDeviceName,kamera

RuleParamSystemTreeListMapTitle,Térkép kiválasztása
RuleParamSystemTreeListMapTitlePlural,Térképek kiválasztása
RuleParamSystemTreeListMapNoneLabel,Nincs térkép
RuleParamSystemTreeListMapNoneLabelPlural,Nincsenek térképek
RuleParamSystemTreeListMapAnyLabel,Bármelyik térkép
RuleParamSystemTreeListMapAnyActionLabel,A térkép hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListMapSelectLabel,A következő térképek bármelyike:
RuleParamSystemTreeListMapSelectActionLabel,A következő térképek mindegyike:
RuleParamSystemTreeListMapAll,bármelyik térkép
RuleParamSystemTreeListMapAllAction,a térkép hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListMap,a(z) '%1%' térkép
RuleParamSystemTreeListMapPlural,a(z) '%1%' térképek
RuleParamSystemTreeListMapName,térkép

RuleParamSystemTreeListWebLinkTitle,Weboldal kiválasztása
RuleParamSystemTreeListWebLinkTitlePlural,Weboldalak kiválasztása
RuleParamSystemTreeListWebLinkNoneLabel,Nincs weboldal
RuleParamSystemTreeListWebLinkNoneLabelPlural,Nincs weboldal
RuleParamSystemTreeListWebLinkAnyLabel,Bármelyik weboldal
RuleParamSystemTreeListWebLinkAnyActionLabel,A weboldal hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListWebLinkSelectLabel,A következő weboldalak bármelyike:
RuleParamSystemTreeListWebLinkSelectActionLabel,A következő weboldalak mindegyike:
RuleParamSystemTreeListWebLinkAll,bármelyik weboldal
RuleParamSystemTreeListWebLinkAllAction,a weboldal hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListWebLink,a(z) '%1%' weboldal
RuleParamSystemTreeListWebLinkPlural,a(z) '%1%' weboldalak
RuleParamSystemTreeListWebLinkName,weboldal

RuleParamSystemTreeListSavedViewTitle,Elmentett nézet kiválasztása
RuleParamSystemTreeListSavedViewTitlePlural,Elmentett nézetek kiválasztása
RuleParamSystemTreeListSavedViewNoneLabel,Nincs elmentett nézet
RuleParamSystemTreeListSavedViewNoneLabelPlural,Nincsenek elmentett nézetek
RuleParamSystemTreeListSavedViewAnyLabel,Bármelyik elmentett nézet
RuleParamSystemTreeListSavedViewAnyActionLabel,Az elmentett nézet hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListSavedViewSelectLabel,A következő elmentett nézetek bármelyike:
RuleParamSystemTreeListSavedViewSelectActionLabel,A következő elmentett nézetek mindegyike:
RuleParamSystemTreeListSavedViewAll,bármelyik elmentett nézet
RuleParamSystemTreeListSavedViewAllAction,az elmentett nézet hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListSavedView,a(z) '%1%' elmentett nézet
RuleParamSystemTreeListSavedViewPlural,a(z) '%1%' elmentett nézetek
RuleParamSystemTreeListSavedViewName,elmentett nézet

RuleParamSystemTreeListMonitorTitle,Monitor kiválasztása
RuleParamSystemTreeListMonitorTitlePlural,Monitorok kiválasztása
RuleParamSystemTreeListMonitorNoneLabel,Nincs monitor
RuleParamSystemTreeListMonitorNoneLabelPlural,Nincsenek monitorok
RuleParamSystemTreeListMonitorAnyLabel,Bármelyik monitor
RuleParamSystemTreeListMonitorAnyActionLabel,A monitor hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListMonitorSelectLabel,A következő monitorok bármelyike:
RuleParamSystemTreeListMonitorSelectActionLabel,A következő monitorok mindegyike:
RuleParamSystemTreeListMonitorAll,bármelyik monitor
RuleParamSystemTreeListMonitorAllAction,a monitor hozzá van kapcsolva az eseményhez
RuleParamSystemTreeListMonitor,a(z) '%1%' monitor
RuleParamSystemTreeListMonitorPlural,a(z) '%1%' monitorok
RuleParamSystemTreeListMonitorName,monitor

RuleParamDeviceListTitle,Kamerák kiválasztása
RuleParamDeviceListAnyLabel,Bármelyik kamera
RuleParamDeviceListAnyActionLabel,A kamera hozzá van kapcsolva az eseményhez
RuleParamDeviceListNoneLabel,Nincs kamera
RuleParamDeviceListSelectLabel,A következő kamerák bármelyike:
RuleParamDeviceListSelectActionLabel,A következő kamerák mindegyike:
RuleParamDigitalOutputListTitle,Digitális kimenetek kiválasztása
RuleParamSpeakerListTitle,Hangszórók kiválasztása
RuleParamDeviceIdsAll,bármelyik kamera
RuleParamDeviceIdsAllAction,a kamera hozzá van kapcsolva az eseményhez
RuleParamDeviceIdsSingular,a(z) '%1%' kamera
RuleParamDeviceIdsPlural,a(z) '%1%' kamerák
RuleParamImageAttachNone,nincsenek csatolt képek
RuleParamImageAttachEvent,a kép az eseményhez kapcsolt kamerá(k)ról van csatolva
RuleParamImageAttachSingular,a kép a(z) '%1%' kameráról van csatolva
RuleParamImageAttachPlural,a képek a(z) '%1%' kamerákról vannak csatolva
RuleParamDigitalOutputsNone,digitális kimenet
RuleParamDigitalOutputsSingular,a(z) '%1%' digitális kimenet
RuleParamDigitalOutputsPlural,a(z) '%1%' digitális kimenetek
RuleParamSpeakerOutputsNone,hangszórókimenet
RuleParamSpeakerOutputsSingular,a(z) '%1%' hangszórókimenet
RuleParamSpeakerOutputsPlural,a(z) '%1%' hangszórókimenetek
RuleParamDigitalInputListTitle,Digitális bemenetek kiválasztása
RuleParamDigitalInputListAnyLabel,Bármelyik digitális bemenet
RuleParamDigitalInputListSelectLabel,A következő digitális bemenetek bármelyike:
RuleParamDigitalInputListSelectConditionLabel,A következő digitális bemenetek mindegyike:
RuleParamDigitalInputsNone,bármelyik digitális bemenet
RuleParamDigitalInputsSingular,a(z) '%1%' digitális bemenet
RuleParamDigitalInputsPlural,a(z) '%1%' digitális bemenetek
RuleParamTextSourcesListAnyLabel,Bármelyik tranzakcióforrás
RuleParamTextSourcesListSelectLabel,A következő tranzakcióforrások bármelyike:
RuleParamTextSourcesListTitle,Tranzakcióforrások kiválasztása
RuleParamTextSourcesAll,bármelyik tranzakcióforrás
RuleParamTextSourcesAllAction,az a tranzakcióforrás, amelyiken az esemény történt
RuleParamTextSourcesSingular,a(z) '%1%' tranzakcióforrás
RuleParamTextSourcesPlural,a(z) '%1%' tranzakcióforrások
RuleParamTransactWatchListAnyLabel,Bármelyik POS-tranzakciókivétel
RuleParamTransactWatchListSelectLabel,A következő POS-tranzakciókivételek bármelyike:
RuleParamTransactWatchListTitle,POS-tranzakciókivételek kiválasztása
RuleParamTransactWatchListAll,bármelyik POS-tranzakciókivétel
RuleParamTransactWatchListSingular,a(z) '%1%' POS-tranzakciókivétel
RuleParamTransactWatchListPlural,a(z) '%1%' POS-tranzakciókivételek
RuleParamLicensePlatesAll,bármelyik rendszámtábla
RuleParamLicensePlatesSingular,a(z) %1% rendszámtábla
RuleParamLicensePlatesPlural,a(z) %1% rendszámtáblák
RuleParamLicensePlatesAnyLabel,Bármelyik rendszámtábla
RuleParamLicensePlatesSelectLabel,A következő rendszámtáblák bármelyike:
RuleParamLicensePlatesAddLabel,Hozzáadás
RuleParamLicensePlatesRemoveLabel,Eltávolítás
RuleParamLicensePlatesTitle,Rendszámtáblák kiválasztása
RuleParamDigitalOutputPulseConfigTitle,Impulzusparaméterek kiválasztása
RuleParamDigitalOutputPulseConfigDutyCycleLabel,Működési ciklus:
RuleParamDigitalOutputPulseConfigDutyCyclePostLabel,%%
RuleParamDigitalOutputPulseConfigPeriodLabel,Időszak:
RuleParamDigitalOutputPulseConfigPeriodPostLabel,ms
RuleParamDigitalOutputPulseConfigPeriodTooSmall,Minden egyes digitális kimeneti impulzusnak nagyobbnak kell lennie, mint 200 ms.\n\nMódosítsa az időszakot és/vagy a működési ciklust.
RuleParamDigitalOutputPulseConfigRepeatCountLabel,Ismétlések száma:
RuleParamDigitalOutputPulseConfigDutyRepeat,%3% alkalommal %1% ms esetében, %2%%% működési ciklussal
RuleParamEmailAddresses,E-mail címzettjei
RuleParamEmailFormTitle,e-mail-címzettek kiválasztása
RuleParamEmailRecipient,címzett
RuleParamIntegerFormTitle,Érték kiválasztása
RuleParamMillisecondsPreString,Idő:
RuleParamMillisecondsPostString,ezredmásodperc
RuleParamMillisecondsPlural,%1% ezredmásodperc
RuleParamMillisecondsSingular,1 ezredmásodperc
RuleParamMinutesPreString,Idő:
RuleParamMinutesPostString,perc
RuleParamMinutesPlural,%1% perc
RuleParamMinutesSingular,1 perc
RuleParamIndexPreString,Tárgymutató:
RuleParamIndexPreStringPtzAux,PTZ kiegészítő funkció:
RuleParamIndexPreStringPtzPattern,PTZ-minta:
RuleParamIndexPreStringPtzPreset,PTZ előzetes beállítása:
RuleParamIndexString,a(z) %1% szám
RuleParamSecondsPreString,Idő:
RuleParamSecondsPostString,másodperc
RuleParamSecondsPlural,%1% másodperc
RuleParamSecondsSingular,1 másodperc
RuleParamSizeMBPreString,Méret:
RuleParamSizeMBPostString,MB
RuleParamSizeMBString,%1% MB
RuleParamUserListTitle,Felhasználók kiválasztása
RuleParamUserListGroupsNode,Csoportok
RuleParamUserListUsersNode,Felhasználók
RuleParamUserListAnyLabel,bármelyik felhasználó
RuleParamUserListAllLabel,Az összes felhasználó
RuleParamUserListAnyFormLabel,Bármelyik felhasználó
RuleParamUserListSelectAnyLabel,A következő felhasználók és/vagy csoportok bármelyike:
RuleParamUserListSelectAllLabel,A következő felhasználók és/vagy csoportok mindegyike:
RuleParamAlarmIdsTitle,Riasztások kiválasztása
RuleParamAlarmIdsAnyLabel,Bármelyik riasztás
RuleParamAlarmIdsSelectLabel,A következő riasztások bármelyike:
RuleParamAlarmIdsAll,bármelyik riasztás
RuleParamAlarmIdsAllAction,egy riasztás
RuleParamAlarmIdsSingular,a(z) '%1%' riasztás
RuleParamAlarmIdsPlural,a(z) '%1%' riasztások
RuleParamPercentageTitle,Százalék kiválasztása
RuleParamUnknownValue,Ismeretlen
RuleParamAudioFileTitle,Hang kiválasztása
RuleParamAudioFile,'%1%'
RuleParamAudioFileLabel,Hang:
RuleParamAlarmAckNormalTitle,Riasztás nyugtázása – Normál
RuleParamAlarmAckGrantTitle,Riasztás nyugtázása – Megadás
RuleParamAlarmAckDenyTitle,Riasztás nyugtázása – Megtagadás
RuleParamAlarmAckPermissionFormTitle,Riasztásnyugtázás kiválasztása
RuleParamAlarmAckPermissionFormLabel,Nyugtázás típusa:
RuleParamAnalyticsActivityListTitle,Videó analitika eseménytípusok kiválasztása
RuleParamAnalyticsNameListTitle,Videó analitika események kiválasztása
RuleParamAnalyticsActivityListAnyLabel,Bármelyik videó analitika esemény
RuleParamAnalyticsNameListAnyLabel,Bármelyik videó analitika esemény
RuleParamAnalyticsActivityListSelectLabel,A következő videó analitika események bármelyike:
RuleParamAnalyticsNameListSelectLabel,A következő videó analitika események bármelyike:
RuleParamAnalyticsActivitiesAll,bármelyik videó analitika esemény
RuleParamAnalyticsEventNameAll,bármelyik videó analitika esemény
RuleParamAnalyticsActivity,%1%
RuleParamAnalyticsName,%1%

RuleParamStringMessageTitle,Üzenet meghatározása
RuleParamUserListDefaultLabel,Alapértelmezett üzenet használata
RuleParamUserListSelectCustomLabel,Egyéni üzenet használata
RuleParamStringMessageLabel,üzenet
RuleParamStringMessageTooManyLinesText,Az üzenet %1% sorra lesz szétvágva.

RuleParamOnOffLabelOn,be
RuleParamOnOffLabelOff,ki

RuleParamDurationFormTitle,Időtartam kiválasztása
RuleParamDurationFormLabel,Időtartam:

RuleSystemDefaultNameShowToUsers,Felhasználók értesítése (alapértelmezett)
RuleSystem412DefaultNameShowToUsers,Felhasználók értesítése (4.12 alapértelmezett szabály)
RuleSystemDefaultDescription,A rendszer egy alapértelmezett szabályt hozott létre
RuleConvertedFromEmailDestMapName,A(z) '%1%' e-mail-szabály
RuleConvertedFromEmailDestMapDescription,A rendszer egy szabályt hozott létre egy korábbi verzió E-mailes riasztások beállítása oldaláról

RuleValidationDeviceNotConnected,A(z) %2% a leválasztott eszközöket adja meg: %1%.
RuleValidationDeviceNotFound,A(z) %1% egy olyan eszközt ad meg, amely nincs jelen.
RuleValidationNoExplicitDevices,A(z) %1% egy explicit eszközt igényel, mivel egyetlen indítótípus sem tartalmaz eszközargumentumot.
RuleValidationEmailListEmpty,A(z) %1% egy üres e-mail-címlistát tartalmaz.
RuleValidationDigitalOutputListEmpty,A(z) %1% egy üres relélistát tartalmaz.
RuleValidationUserNotFound,A(z) %1% által megadott felhasználó már nem létezik az adatbázisban.
RuleValidationGroupNotFound,A(z) %1% által megadott csoport már nem létezik az adatbázisban.
RuleValidationNoDurationForStopCondition,A(z) %1% egy leállítási feltételt használ, de nem adja meg a művelet maximális időtartamát.
RuleValidationTypeNotAllowed,A(z) '%1%' esemény nem indíthatja el a(z) '%2%' műveletet.
RuleValidationNoConnectedDevices,A(z) %1% egy eszközt ad meg paraméterként, de a rendszerben nincsenek csatlakoztatott eszközök.

RuleValidationActionTypeSingular,A(z) '%1%' művelet
RuleValidationTriggerTypeSingular,A(z) '%1%' esemény
RuleValidationActionAndStopActionType,A(z) '%1%' leállítja a(z) indítót a(z) '%2%' műveletben


#################################################
# Backup Restore
#################################################
BackupRestoreFileType,AVS-fájlok (*.avs)|*.avs|Összes fájl (*.*)|*.*

BackupSettingsTitle,Biztonsági mentés beállításai
BackupSettingsChooseServer,A site és a kiszolgáló beállításainak biztonsági mentése a kiszolgálóról:
BackupSettingsError,Hiba történt a beállítások biztonsági mentése során.
BackupSettingsCheckBox,Titkosítsa a biztonságimásolat-fájlt.
BackupSettingsWarning,A jelszó nélkül a biztonságimásolat-fájl nem állítható vissza.
BackupSettingsNoMatch,A megadott jelszavak nem egyeznek.
BackupSettingsEmpty,Meg kell adni a jelszót.
BackupSettingsPasswordLimit,A jelszó legfeljebb 128 karaktert tartalmazhat.
BackupSettingsSuccessful,A biztonsági mentés kész

RestoreSettingsTitle,Beállítások visszaállítása
RestoreSettingsSiteAndServer,A site és a kiszolgáló beállításainak visszaállítása
RestoreSettingsServerOnly,A kiszolgáló beállításainak visszaállítása
RestoreSettingsCustom,Egyéni beállítások használata 
RestoreSettingsCustomButton,Beállítások kiválasztása
RestoreSettingsSelectServer,Beállítások visszaállítása a következő értékre: 
RestoreSettingsCleanServers,Ajánlott kiszolgálók
RestoreSettingsInUseServers,Használatban
RestoreSettingsError,Hiba történt a beállítások visszaállítása során. A részleteket a site-naplók tartalmazzák. 
RestoreSettingsFailed,A visszaállítás sikertelen: %1%
RestoreSettingsFileNotFound,Nem sikerült a fájlból történő visszaállítás
RestoreSettingsEmptyFile,A biztonságimásolat-fájl nem tartalmaz egyetlen beállítást sem.
RestoreSettingsFileError,Fájlhiba
RestoreSettingsVersionError,A biztonságimásolat-fájl nem kompatibilis.
RestoreSettingsUnknownError,Hiba történt
RestoreSettingsSuccessful,A visszaállítás kész
RestoreSettingsPartiallySuccessful,A visszaállítás részben befejeződött. A további információkat a kiszolgálónaplók tartalmazzák.
RestoreSettingsNoSettings,Válassza ki a visszaállítandó beállításokat.
RestoreSettingsOverwriteInUse,Ez felülírhatja a kiválasztott kiszolgálón lévő beállításokat.

RestoreSettingsOffsetAlarmsAndRules,Riasztások és szabályok
RestoreSettingsOffsetDeviceConnections,Eszközcsatlakozások
RestoreSettingsOffsetEmailSetup,Az e-mail-kiszolgáló és a központi felügyelet
RestoreSettingsOffsetEventsSchedules,Ütemezések
RestoreSettingsOffsetLPRWatchList,LPR-figyelőlista
RestoreSettingsOffsetLPRLanes,LPR-sávok
RestoreSettingsOffsetPOSDataFormatAndExceptions,POS-adatformátum és kivételek
RestoreSettingsOffsetPOSSources,POS-tranzakcióforrások
RestoreSettingsOffsetMaps,Térképek
RestoreSettingsOffsetRecordingSchedules,Rögzítésütemezések
RestoreSettingsOffsetRecordingSchedulesTemplates,Rögzítésütemezési sablonok
RestoreSettingsOffsetSavedViews,Mentett nézetek
RestoreSettingsOffsetScheduledArchive,Ütemezett archiválás
RestoreSettingsOffsetServerName,Kiszolgáló neve
RestoreSettingsOffsetSiteName,Site neve
RestoreSettingsOffsetSiteViews,Site-nézet
RestoreSettingsOffsetUsersAndGroups,Felhasználók és csoportok
RestoreSettingsOffsetWebPages,Weboldalak

RestoreCustomSettingsTitle,Egyéni beállítások
RestoreCustomSettingsCheckAll,Összes kiválasztása
RestoreCustomSettingsSiteOnly,Csak site
RestoreCustomSettingsServerOnly,Csak kiszolgáló
RestoreCustomSettingsUncheckAll,Összes törlése
RestoreCustomSettingsWarning,Az egyéni beállítások visszaállítása váratlan hibákat okozhat.

RestorePasswordText,A fájl titkosítva van.
RestorePasswordFailed,A jelszó hibás.

#################################################
# System Log Setup strings
#################################################

LogSetupText,Rendszernapló
LogSetupDescription,A rendszernapló megtekintése

EventTreeServer,Kiszolgáló
EventTreeServerStartStop,Indítás/leállítás
EventTreeServerLicense,Licenc
EventTreeServerDatabase,Adatbázis
EventTreeServerStorage,Adat
EventTreeServerHardware,Hardver
EventTreeServerBackup,Archiválás
EventTreeServerNetwork,Hálózat
EventTreeServerEmail,E-mail
EventTreeServerMemory,Memória
EventTreeServerInstallation,Telepítés
