#
#  2016-09-13
#  String Localization Table
#
#  This file has two comma-separated columns, the first column is the string
#  key, the second is the localized value.
#
#  This file MUST be UTF-8 encoded, and must only be edited by text editors
#  that are capable of editing UTF-8 text files.  The following editors have
#  been confirmed as working properly:
#
#    Visual Studio
#    SciTE
#
#  The following text editors DO NOT WORK, do not use them or you will
#  destroy this file:
#
#    XEmacs
#    EditPlus
#
 
#################################################
# Strings for use in GUI
#################################################

CloseButtonText,Lukk
RuleTriggerMotionEndedClause,bevegelse blir ikke lenger detektert på %1%
RuleTriggerMotionStartedTitle,Bevegelsesdeteksjon startet
RuleTriggerMotionStartedClause,bevegelse blir detektert på %1%
RuleTriggerNetworkRemovedTitle,Nettverkstilkobling tapt
RuleTriggerNetworkRemovedClause,en nettverkstilkobling har gått tapt
RuleTriggerObsoleteFirmwareTitle,Foreldet fastvare oppdaget
RuleTriggerObsoleteFirmwareClause,foreldet fastvare er oppdaget på %1%
RuleTriggerRecordingInterruptedTitle,Opptak avbrutt
RuleTriggerRecordingInterruptedClause,opptak blir avbrutt for %1%
RuleTriggerRecordingResumedTitle,Opptak gjenopptatt
RuleTriggerRecordingResumedClause,opptak er gjenopptatt for %1%
RuleTriggerServerStartTitle,Serverprogram starter opp
RuleTriggerServerStartClause,serverprogrammet starter opp
RuleTriggerServerShutdownBadTitle,Serverprogrammet avsluttet uventet
RuleTriggerServerShutdownBadClause,serverprogrammet ble uventet avsluttet
RuleTriggerServerShutdownNormalTitle,Serverprogram avslutter
RuleTriggerServerShutdownNormalClause,serverprogrammet avslutter
RuleTriggerUserLoginTitle,Brukerpålogging
RuleTriggerUserLoginClause,det foregår en pålogging av %1%
RuleTriggerUserLogoutTitle,Brukeravlogging
RuleTriggerUserLogoutClause,det foregår en avlogging av %1%
RuleTriggerAlarmTriggeredTitle,Alarm utløst
RuleTriggerAlarmTriggeredClause,%1% er utløst
RuleTriggerAlarmAcknowledgedTitle,Alarm kvittert
RuleTriggerAlarmAcknowledgedClause,%1% er kvittert
RuleTriggerAlarmAcknowledgedDenyTitle,Alarmkvitteringshandling nektet
RuleTriggerAlarmAcknowledgedDenyClause,%1% er kvittert og handlingen nektet
RuleTriggerAlarmAcknowledgedGrantTitle,Alarm kvittert
RuleTriggerAlarmAcknowledgedGrantClause,%1% er kvittert
RuleTriggerAlarmAutoAcknowledgedTitle,Alarm automatisk kvittert
RuleTriggerAlarmAutoAcknowledgedClause,%1% er automatisk kvittert
RuleTriggerBackupEndedTitle,Arkivering fullført
RuleTriggerBackupEndedClause,arkivering fullført
RuleTriggerBackupStartedTitle,Arkivering startet
RuleTriggerBackupStartedClause,arkivering startet
RuleTriggerBackupFailedTitle,Arkivering mislyktes
RuleTriggerBackupFailedClause,arkivering mislyktes
RuleTriggerTTxWatchItemMatchTitle,POS-transaksjonsunntak
RuleTriggerTTxWatchItemMatchClause,%2% oppstår på %1%
RuleTriggerTTxTransactionStartedTitle,POS-transaksjon startet
RuleTriggerTTxTransactionStartedClause,en POS-transaksjon startet på %1%
RuleTriggerTTxTransactionEndedTitle,POS-transaksjon avsluttet
RuleTriggerTTxTransactionEndedClause,en POS-transaksjon ble avsluttet på %1%
RuleTriggerServerConnectionLostTitle,Servertilkobling tapt
RuleTriggerServerConnectionLostClause,tilkoblingen til en server er tapt

RuleTriggerAlarmAssignedTitle,Alarm tildelt
RuleTriggerAlarmAssignedClause,%1% er tildelt
RuleTriggerAlarmPurgedTitle,Alarm fjernet
RuleTriggerAlarmPurgedClause,%1% er fjernet
RuleTriggerAlarmUnassignedTitle,Alarm fradelt
RuleTriggerAlarmUnassignedClause,%1% er fradelt
RuleTriggerDeviceConnectedTitle,Tilkobling opprettet
RuleTriggerDeviceConnectedClause,en tilkobling er opprettet for %1%
RuleTriggerDeviceDisconnectedTitle,Tilkobling fjernet
RuleTriggerDeviceDisconnectedClause,en tilkobling er fjernet for %1%
RuleTriggerDeviceRecoveredTitle,Tilkobling gjenopprettet
RuleTriggerDeviceRecoveredClause,en tilkobling er gjenopprettet for %1%
RuleTriggerFailoverStartedTitle,Tilkobling opprettet til beredskapsserver
RuleTriggerFailoverStartedClause,en tilkobling er opprettet til en beredskapsserver for %1%
RuleTriggerFailoverStoppedTitle,Tilkobling fjernet fra beredskapsserver
RuleTriggerFailoverStoppedClause,en tilkobling er fjernet fra en beredskapsserver for %1%
RuleTriggerNetworkAddedTitle,Nettverkstilkobling funnet
RuleTriggerNetworkAddedClause,en nettverkstilkobling er funnet
RuleTriggerNetworkErrorRecoveredTitle,Nettverksfeil rettet
RuleTriggerNetworkErrorRecoveredClause,en nettverksfeil er rettet
RuleTriggerPacketsLostTitle,Nettverkspakketap uakseptabelt
RuleTriggerPacketsLostClause,nettverkspakketap er uakseptabelt for %1% 
RuleTriggerPacketsRecoveredTitle,Nettverkspakketap akseptabelt
RuleTriggerPacketsRecoveredClause,nettverkspakketap er akseptabelt for %1%
RuleTriggerRecordingEndedTitle,Opptak avsluttet
RuleTriggerRecordingEndedClause,et opptak ble avsluttet for %1%
RuleTriggerRecordingStartedTitle,Opptak startet
RuleTriggerRecordingStartedClause,et opptak ble startet for %1%
RuleTriggerStorageInitErrorTitle,Datainitialiseringsfeil
RuleTriggerStorageInitErrorClause,datainitialisering mislykkes
RuleTriggerStorageLowDiskSpaceTitle,Datavolumstørrelse redusert
RuleTriggerStorageLowDiskSpaceClause,en datavolumstørrelse er redusert på grunn av manglende diskplass
RuleTriggerStorageUpgradeEndedTitle,Dataoppgradering fullført
RuleTriggerStorageUpgradeEndedClause,en dataoppgradering ble fullført
RuleTriggerStorageUpgradeFailedTitle,Dataoppgradering mislyktes
RuleTriggerStorageUpgradeFailedClause,en dataoppgradering mislyktes
RuleTriggerStorageUpgradeStartedTitle,Dataoppgradering startet
RuleTriggerStorageUpgradeStartedClause,en dataoppgradering ble startet
RuleTriggerStorageRecoveryEndedTitle,Datagjenoppretting fullført
RuleTriggerStorageRecoveryEndedClause,en datagjenoppretting ble fullført
RuleTriggerStorageRecoveryFailedTitle,Datagjenoppretting mislyktes
RuleTriggerStorageRecoveryFailedClause,en datagjenoppretting mislyktes
RuleTriggerStorageRecoveryStartedTitle,Datagjenoppretting startet
RuleTriggerStorageRecoveryStartedClause,en datagjenoppretting ble startet
RuleTriggerStorageWriteErrorTitle,Dataskrivingsfeil
RuleTriggerStorageWriteErrorClause,en dataskrivingsfeil oppstår for %1%
RuleTriggerStorageVolumeFailedTitle,Datavolum mislyktes
RuleTriggerStorageVolumeFailedClause,et datavolum mislyktes
RuleTriggerStorageVolumeRestoredTitle,Datavolum gjenopprettet
RuleTriggerStorageVolumeRestoredClause,et datavolum er satt tilbake til normal tilstand
RuleTriggerStorageBookmarkSaveFailedTitle,Lagring av bokmerke mislyktes
RuleTriggerStorageBookmarkSaveFailedClause,kunne ikke lagre et bokmerke som ble opprettet av %1%

RuleTriggerUserPtzActivatedTitle,PTZ flyttet
RuleTriggerUserPtzActivatedClause,PTZ som er knyttet til %1%, er flyttet av %2%
RuleTriggerUserPtzIdleTitle,PTZ uvirksom
RuleTriggerUserPtzIdleClause,PTZ som er knyttet til %1%, er uvirksom, sist brukt av %2%

RuleTriggerUserDeviceConnectedTitle,Enhet tilkoblet
RuleTriggerUserDeviceConnectedClause,%1% er tilkoblet av %2%
RuleTriggerUserDeviceDisconnectedTitle,Enhet frakoblet
RuleTriggerUserDeviceDisconnectedClause,%1% er frakoblet av %2%

RuleTriggerUserServerSettingTitle,Serverinnstilling endret
RuleTriggerUserServerSettingClause,en serverinnstilling er endret av %1%
RuleTriggerUserSiteSettingTitle,Stedsinnstilling endret
RuleTriggerUserSiteSettingClause,en stedsinnstilling er endret av %1%
RuleTriggerUserDeviceSettingTitle,Enhetsinnstilling endret
RuleTriggerUserDeviceSettingClause,en innstilling på %1% er endret av %2%

RuleTriggerUserBookmarkUpdateTitle,Bokmerke oppdatert
RuleTriggerUserBookmarkUpdateClause,et bokmerke er oppdatert av %1%
RuleTriggerUserBookmarkDeleteTitle,Bokmerke slettet
RuleTriggerUserBookmarkDeleteClause,et bokmerke er slettet av %1%
RuleTriggerUserBookmarkAddTitle,Bokmerke lagt til
RuleTriggerUserBookmarkAddClause,et bokmerke er lagt til av %1%

RuleTriggerUserExportTitle,Eksport utført
RuleTriggerUserExportClause,en eksport er utført på %1% av %2%

RuleTriggerUserDigitalOutputTriggeredTitle,Digital utgang utløst
RuleTriggerUserDigitalOutputTriggeredClause,%1% er utløst av %2%

RuleTriggerUserSpeakerActivatedTitle,Høyttaler aktivert
RuleTriggerUserSpeakerActivatedClause,%1% er aktivert av %2%
RuleTriggerUserSpeakerDeactivatedTitle,Høyttaler deaktivert
RuleTriggerUserSpeakerDeactivatedClause,%1% er deaktivert av %2%

RuleTriggerUserVirtualMatrixMonitorOpenedTitle,Virtuell matrise-monitor åpnet
RuleTriggerUserVirtualMatrixMonitorOpenedClause,Virtuell matrise-programmet åpner %1% av %2%

RuleTriggerUserSavedViewCreateTitle,Visning lagt til
RuleTriggerUserSavedViewCreateClause,en visning er lagt til av %1%
RuleTriggerUserSavedViewModifyTitle,Visning oppdatert
RuleTriggerUserSavedViewModifyClause,%1% er oppdatert av %2%
RuleTriggerUserSavedViewDeleteTitle,Visning slettet
RuleTriggerUserSavedViewDeleteClause,%1% er slettet av %2%

RuleTriggerUserMapCreateTitle,Lart lagt til
RuleTriggerUserMapCreateClause,et kart er lagt til av %1%
RuleTriggerUserMapModifyTitle,Kart oppdatert
RuleTriggerUserMapModifyClause,%1% er oppdatert av %2%
RuleTriggerUserMapDeleteTitle,Kart slettet
RuleTriggerUserMapDeleteClause,%1% er slettet av %2%

RuleTriggerUserWebLinkCreateTitle,Nettside lagt til
RuleTriggerUserWebLinkCreateClause,en nettside er lagt til av %1%
RuleTriggerUserWebLinkModifyTitle,Nettside oppdatert
RuleTriggerUserWebLinkModifyClause,%1% er oppdatert av %2%
RuleTriggerUserWebLinkDeleteTitle,Nettside slettet
RuleTriggerUserWebLinkDeleteClause,%1% er slettet av %2%

RuleTriggerUserSiteViewModifyTitle,Stedsvisning oppdatert
RuleTriggerUserSiteViewModifyClause,stedsvisning oppdateres av '%1%'

RuleTriggerUserMacroTitle,Egendefinert tastaturkommando utløst
RuleTriggerUserMacroClause,den egendefinerte tastaturkommandoen med ID %1% er utløst av %2%

# Condition strings
RuleConditionDeviceCategory,Enhetshendelser

RuleConditionDigitalInputIsActiveTitle,Digital inngang er aktiv
RuleConditionDigitalInputIsActiveClause,%1% er aktiv
RuleConditionDigitalInputAreActiveClause,%1% er aktiv
RuleConditionDigitalInputIsDeactivatedTitle,Digital inngang er ikke aktiv
RuleConditionDigitalInputIsDeactivatedClause,%1% er ikke aktiv
RuleConditionDigitalInputAreDeactivatedClause,%1% er ikke aktiv

RuleParamSystemTreeListDeviceTitle,Velg kamera
RuleParamSystemTreeListDeviceTitlePlural,Velg kameraer
RuleParamSystemTreeListDeviceNoneLabel,Ikke noe kamera
RuleParamSystemTreeListDeviceNoneLabelPlural,Ingen kameraer
RuleParamSystemTreeListDeviceAnyLabel,Hvilke som helst kameraer
RuleParamSystemTreeListDeviceAnyActionLabel,Kameraet som er koblet til hendelsen
RuleParamSystemTreeListDeviceSelectLabel,Hvilke som helst av følgende kameraer:
RuleParamSystemTreeListDeviceSelectActionLabel,Alle av følgende kameraer:
RuleParamSystemTreeListDeviceAll,hvilket som helst kamera
RuleParamSystemTreeListDeviceAllAction,kameraet som er koblet til hendelsen
RuleParamSystemTreeListDevice,kamera "%1%"
RuleParamSystemTreeListDevicePlural,kameraer "%1%"
RuleParamSystemTreeListDeviceName,kamera

RuleParamSystemTreeListMapTitle,Velg kart
RuleParamSystemTreeListMapTitlePlural,Velg kart
RuleParamSystemTreeListMapNoneLabel,Ikke noe kart
RuleParamSystemTreeListMapNoneLabelPlural,Ingen kart
RuleParamSystemTreeListMapAnyLabel,Hvilke som helst kart
RuleParamSystemTreeListMapAnyActionLabel,Kartet som er koblet til hendelsen
RuleParamSystemTreeListMapSelectLabel,Hvilke som helst av følgende kart:
RuleParamSystemTreeListMapSelectActionLabel,Alle av følgende kart:
RuleParamSystemTreeListMapAll,hvilket som helst kart
RuleParamSystemTreeListMapAllAction,kartet som er koblet til hendelsen
RuleParamSystemTreeListMap,kart "%1%"
RuleParamSystemTreeListMapPlural,kart "%1%"
RuleParamSystemTreeListMapName,kart

RuleParamSystemTreeListWebLinkTitle,Velg nettside
RuleParamSystemTreeListWebLinkTitlePlural,Velg nettsider
RuleParamSystemTreeListWebLinkNoneLabel,Ingen nettside
RuleParamSystemTreeListWebLinkNoneLabelPlural,Ingen nettside
RuleParamSystemTreeListWebLinkAnyLabel,Hvilke som helst nettsider
RuleParamSystemTreeListWebLinkAnyActionLabel,Nettsiden som er koblet til hendelsen
RuleParamSystemTreeListWebLinkSelectLabel,Hvilke som helst av følgende nettsider:
RuleParamSystemTreeListWebLinkSelectActionLabel,Alle av følgende nettsider:
RuleParamSystemTreeListWebLinkAll,alle nettsider
RuleParamSystemTreeListWebLinkAllAction,nettsiden som er koblet til hendelsen
RuleParamSystemTreeListWebLink,nettside "%1%"
RuleParamSystemTreeListWebLinkPlural,nettsider "%1%"
RuleParamSystemTreeListWebLinkName,nettside

RuleParamSystemTreeListSavedViewTitle,Velg lagret visning
RuleParamSystemTreeListSavedViewTitlePlural,Velg lagrede visninger
RuleParamSystemTreeListSavedViewNoneLabel,Ingen lagret visning
RuleParamSystemTreeListSavedViewNoneLabelPlural,Ingen lagrede visninger
RuleParamSystemTreeListSavedViewAnyLabel,Hvilke som helst lagrede visninger
RuleParamSystemTreeListSavedViewAnyActionLabel,Den lagrede visningen som er koblet til hendelsen
RuleParamSystemTreeListSavedViewSelectLabel,Hvilke som helst av følgende lagrede visninger:
RuleParamSystemTreeListSavedViewSelectActionLabel,Alle av følgende lagrede visninger:
RuleParamSystemTreeListSavedViewAll,hvilken som helst lagret visning
RuleParamSystemTreeListSavedViewAllAction,den lagrede visningen som er koblet til hendelsen
RuleParamSystemTreeListSavedView,lagret visning "%1%"
RuleParamSystemTreeListSavedViewPlural,lagrede visninger "%1%"
RuleParamSystemTreeListSavedViewName,lagret visning

RuleParamSystemTreeListMonitorTitle,Velg monitor
RuleParamSystemTreeListMonitorTitlePlural,Velg monitorer
RuleParamSystemTreeListMonitorNoneLabel,Ingen monitor
RuleParamSystemTreeListMonitorNoneLabelPlural,Ingen monitorer
RuleParamSystemTreeListMonitorAnyLabel,Hvilke som helst monitorer
RuleParamSystemTreeListMonitorAnyActionLabel,Monitoren som er koblet til hendelsen
RuleParamSystemTreeListMonitorSelectLabel,Hvilke som helst av følgende monitorer:
RuleParamSystemTreeListMonitorSelectActionLabel,Alle av følgende monitorer:
RuleParamSystemTreeListMonitorAll,hvilken som helst monitor
RuleParamSystemTreeListMonitorAllAction,monitoren som er koblet til hendelsen
RuleParamSystemTreeListMonitor,monitor "%1%"
RuleParamSystemTreeListMonitorPlural,monitorer "%1%"
RuleParamSystemTreeListMonitorName,monitor

RuleParamDeviceListTitle,Velg kameraer
RuleParamDeviceListAnyLabel,Hvilket som helst kamera
RuleParamDeviceListAnyActionLabel,Kameraet som er koblet til hendelsen
RuleParamDeviceListNoneLabel,Ikke noe kamera
RuleParamDeviceListSelectLabel,Hvilke som helst av følgende kameraer:
RuleParamDeviceListSelectActionLabel,Alle av følgende kameraer:
RuleParamDigitalOutputListTitle,Velg digitale utganger
RuleParamSpeakerListTitle,Velg høyttalere
RuleParamDeviceIdsAll,hvilket som helst kamera
RuleParamDeviceIdsAllAction,kameraet som er koblet til hendelsen
RuleParamDeviceIdsSingular,kamera "%1%"
RuleParamDeviceIdsPlural,kameraer "%1%"
RuleParamImageAttachNone,ingen bilder vedlagt
RuleParamImageAttachEvent,bilde vedlagt fra kamera som er koblet til hendelsen
RuleParamImageAttachSingular,bilde vedlagt fra kamera "%1%"
RuleParamImageAttachPlural,bilder vedlagt fra kameraer "%1%"
RuleParamDigitalOutputsNone,en digital utgang
RuleParamDigitalOutputsSingular,digital utgang "%1%"
RuleParamDigitalOutputsPlural,digitale utganger "%1%"
RuleParamSpeakerOutputsNone,en høyttalerutgang
RuleParamSpeakerOutputsSingular,høyttalerutgang "%1%"
RuleParamSpeakerOutputsPlural,høyttalerutganger "%1%"
RuleParamDigitalInputListTitle,Velg digitale innganger
RuleParamDigitalInputListAnyLabel,Hvilken som helst digital inngang
RuleParamDigitalInputListSelectLabel,Hvilke som helst av følgende digitale innganger:
RuleParamDigitalInputListSelectConditionLabel,Alle av følgende digitale innganger:
RuleParamDigitalInputsNone,hvilken som helst digital inngang
RuleParamDigitalInputsSingular,digital inngang "%1%"
RuleParamDigitalInputsPlural,digitale innganger "%1%"
RuleParamTextSourcesListAnyLabel,Hvilken som helst transaksjonskilde
RuleParamTextSourcesListSelectLabel,Hvilke som helst av følgende transaksjonskilder:
RuleParamTextSourcesListTitle,Velg transaksjonskilder
RuleParamTextSourcesAll,hvilken som helst transaksjonskilde
RuleParamTextSourcesAllAction,transaksjonskilden der hendelsen skjedde
RuleParamTextSourcesSingular,transaksjonskilde "%1%"
RuleParamTextSourcesPlural,transaksjonskilder "%1%"
RuleParamTransactWatchListAnyLabel,Hvilket som helst POS-transaksjonsunntak
RuleParamTransactWatchListSelectLabel,Hvilke som helst av følgende POS-transaksjonsunntak:
RuleParamTransactWatchListTitle,Velg POS-transaksjonsunntak
RuleParamTransactWatchListAll,hvilket som helst POS-transaksjonsunntak
RuleParamTransactWatchListSingular,POS-transaksjonsunntak "%1%"
RuleParamTransactWatchListPlural,POS-transaksjonsunntak "%1%"
RuleParamLicensePlatesAll,hvilket som helst nummerskilt
RuleParamLicensePlatesSingular,nummerskilt %1%
RuleParamLicensePlatesPlural,nummerskilt %1%
RuleParamLicensePlatesAnyLabel,Hvilket som helst nummerskilt
RuleParamLicensePlatesSelectLabel,Hvilke som helst av følgende nummerskilt:
RuleParamLicensePlatesAddLabel,Legg til
RuleParamLicensePlatesRemoveLabel,Fjern
RuleParamLicensePlatesTitle,Velg nummerskilt
RuleParamDigitalOutputPulseConfigTitle,Velg pulsparametere
RuleParamDigitalOutputPulseConfigDutyCycleLabel,Driftsperiode:
RuleParamDigitalOutputPulseConfigDutyCyclePostLabel,%%
RuleParamDigitalOutputPulseConfigPeriodLabel,Periode:
RuleParamDigitalOutputPulseConfigPeriodPostLabel,ms
RuleParamDigitalOutputPulseConfigPeriodTooSmall,Hver digitale utgangspuls må være større enn 200 ms.\n\nEndre perioden og/eller driftssyklusen.
RuleParamDigitalOutputPulseConfigRepeatCountLabel,Gjentagelsesantall:
RuleParamDigitalOutputPulseConfigDutyRepeat,%3% ganger i %1% ms med en driftssyklus på %2%%%
RuleParamEmailAddresses,E-postmottakere
RuleParamEmailFormTitle,Velg e-postmottakere
RuleParamEmailRecipient,en mottaker
RuleParamIntegerFormTitle,Velg verdi
RuleParamMillisecondsPreString,Tid:
RuleParamMillisecondsPostString,millisekund(er)
RuleParamMillisecondsPlural,%1% millisekunder
RuleParamMillisecondsSingular,1 millisekund
RuleParamMinutesPreString,Tid:
RuleParamMinutesPostString,minutt(er)
RuleParamMinutesPlural,%1% minutter
RuleParamMinutesSingular,1 minutt
RuleParamIndexPreString,Indeks:
RuleParamIndexPreStringPtzAux,PTZ auxiliary:
RuleParamIndexPreStringPtzPattern,PTZ-mønster:
RuleParamIndexPreStringPtzPreset,PTZ-forhåndsinnstilling:
RuleParamIndexString,nummer %1%
RuleParamSecondsPreString,Tid:
RuleParamSecondsPostString,sekund(er)
RuleParamSecondsPlural,%1% sekunder
RuleParamSecondsSingular,1 sekund
RuleParamSizeMBPreString,Størrelse:
RuleParamSizeMBPostString,MB
RuleParamSizeMBString,%1% MB
RuleParamUserListTitle,Velg brukere
RuleParamUserListGroupsNode,Grupper
RuleParamUserListUsersNode,Brukere
RuleParamUserListAnyLabel,hvilken som helst bruker
RuleParamUserListAllLabel,Alle brukere
RuleParamUserListAnyFormLabel,Hvilken som helst bruker
RuleParamUserListSelectAnyLabel,Hvilke som helst av følgende brukere og/eller grupper:
RuleParamUserListSelectAllLabel,Alle av følgende brukere og/eller grupper:
RuleParamAlarmIdsTitle,Velg alarmer
RuleParamAlarmIdsAnyLabel,Hvilken som helst alarm
RuleParamAlarmIdsSelectLabel,Hvilke som helst av følgende alarmer:
RuleParamAlarmIdsAll,hvilken som helst alarm
RuleParamAlarmIdsAllAction,en alarm
RuleParamAlarmIdsSingular,alarm "%1%"
RuleParamAlarmIdsPlural,alarmer "%1%"
RuleParamPercentageTitle,Velg prosentdel
RuleParamUnknownValue,Ukjent
